mlb_id,full_name,role,level,team_latest,seasons_used,pa,avg,obp,slg,ops,bb_pct,k_pct,iso,hr_total,bb_total,so_total,available,on_40man,acquirable,n_pitches,avg_ev,hard_hit_pct,xwoba,xba,xslg,whiff_pct,zone_sw_pct,chase_pct,age,position,bat_side,pitch_hand,birth_country,txn_type,pcl_inflated,kbo_ineligible,mlb_pitches,acquisition_tier,fit_runner_advancement,fit_two_out_abs_discipline,fit_early_inning_pressure,fit_kbo_masked_flaw,fit_acquisition_tier,ssg_fit_score,ops_park_adj,xwoba_kbo,kbo_ops_est,kbo_wrc_plus_est,abs_ops_bonus,kbo_ops_final,kbo_wrc_plus_final,translation_confidence,pcl_discount
687637,Dylan Beavers,hitter,AAA,Norfolk Tides,"[2024, 2025]",440,0.3013,0.4149,0.50425,0.91915,0.1568181818181818,0.1954545454545454,0.2024999999999999,18,69,86,False,True,False,615.0,88.01333333333334,0.28,0.3886818534440238,0.3167972972972973,0.6062837837837838,0.2368421052631578,0.571917808219178,0.1888544891640866,24.0,RF,L,R,USA,,False,False,615.0,D_prospect,18.0,20.0,10.0,0.0,0,48.0,0.91915,0.3809082163751433,0.7808618435690438,112.28131619933225,0.0141,0.7949618435690438,116.22931619933226,high,0.0
692216,CJ Kayfus,hitter,AAA,Columbus Clippers,[2025],289,0.283,0.367,0.526,0.893,0.1141868512110726,0.273356401384083,0.2430278884462151,13,33,79,False,True,False,493.0,88.12528735632183,0.367816091954023,0.4082162109171605,0.3495411764705883,0.6172941176470588,0.3549618320610687,0.75390625,0.2911392405063291,24.0,LF,L,L,USA,,False,False,493.0,D_prospect,19.0,4.0,15.0,10.0,0,48.0,0.893,0.40005188669881725,0.8201063677325753,123.26978296512108,0.0031,0.8232063677325753,124.13778296512108,high,0.0
669234,Justyn-Henry Malloy,hitter,AAA,Toledo Mud Hens,"[2023, 2024, 2025]",1176,0.2857763605442177,0.4242619047619048,0.478421768707483,0.9026836734693878,0.1785714285714285,0.2423469387755102,0.1927168189750208,39,210,285,True,False,True,772.0,87.24233477174654,0.3444810356575062,0.3419314142025605,0.2990689102564102,0.5228530982905983,0.3284985310035565,0.6378758593346219,0.1966518941233608,26.0,RF,R,R,USA,Designated for Assignment,False,False,772.0,A_mlb_reject,15.0,12.0,5.0,0.0,15,47.0,0.9026836734693878,0.3350927859185093,0.6869402111329439,85.98325911722429,0.0132,0.7001402111329439,89.67925911722429,high,0.0
666185,Dylan Carlson,hitter,AAA,Norfolk Tides,"[2023, 2024, 2025]",153,0.295,0.4317058823529411,0.4596666666666667,0.8913725490196078,0.1895424836601307,0.1764705882352941,0.1646336490627148,5,29,27,True,False,True,1060.0,87.68423950194854,0.3127564345965102,0.3198230090056587,0.2914946040839649,0.4622109782870203,0.2565260403237699,0.6891908301649302,0.2279720554173564,27.0,LF,S,L,USA,Designated for Assignment,False,False,1060.0,A_mlb_reject,15.0,17.0,0.0,0.0,15,47.0,0.8913725490196078,0.3134265488255455,0.6425244250923682,73.5468390258631,0.0099,0.6524244250923682,76.3188390258631,high,0.0
671218,Heliot Ramos,hitter,AAA,Sacramento River Cats,"[2023, 2024]",397,0.2986498740554156,0.3840251889168766,0.5524130982367758,0.9364382871536524,0.1083123425692695,0.2594458438287154,0.2544151042799931,20,43,103,False,True,False,1643.3333333333333,90.19592668434436,0.457706935877125,0.3870598355118899,0.3197790928846252,0.5936046252023471,0.2826898228988654,0.6925971564808159,0.2961906450728598,26.0,LF,R,R,Puerto Rico,,False,False,1643.3333333333333,D_on40man,21.0,6.0,10.0,10.0,0,47.0,0.9364382871536524,0.37931863880165206,0.7776032095433867,111.36889867214828,0.0026,0.7802032095433867,112.09689867214828,high,0.0
691019,Kyle Teel,hitter,AAA,Charlotte Knights,"[2024, 2025]",336,0.2803571428571428,0.3866785714285714,0.4374553571428571,0.8241339285714285,0.1488095238095238,0.2470238095238095,0.1570076801212288,10,50,83,False,True,False,1225.0,87.70168539325843,0.3764044943820224,0.3980195104412944,0.3405965909090909,0.5981874999999999,0.29097605893186,0.6551724137931034,0.2337662337662337,24.0,C,L,R,USA,,False,False,1225.0,D_wrong_position,12.0,10.0,15.0,10.0,0,47.0,0.8241339285714285,0.3900591202324685,0.7996211964765604,117.53393501343692,0.0092,0.8088211964765604,120.10993501343691,high,0.0
805249,Otto Kemp,hitter,AAA,Lehigh Valley IronPigs,"[2024, 2025]",397,0.2950377833753148,0.4055743073047859,0.5256574307304785,0.9312317380352644,0.1032745591939546,0.2569269521410579,0.2311668499662965,16,41,102,False,True,False,819.0,89.4469696969697,0.4469696969696969,0.4104856621571118,0.3503538461538461,0.6341000000000001,0.3428571428571428,0.7310513447432763,0.2951219512195122,26.0,LF,R,R,USA,,False,False,819.0,D_on40man,17.0,4.0,15.0,10.0,0,46.0,0.9312317380352644,0.40227594891396956,0.8246656952736375,124.54639467661852,0.0027,0.8273656952736376,125.30239467661852,high,0.0
642201,Eli White,hitter,AAA,Gwinnett Stripers,"[2023, 2024]",541,0.2791386321626617,0.3787116451016636,0.4481146025878004,0.8268262476894639,0.1256931608133087,0.2476894639556377,0.169070149249887,17,68,134,False,True,False,406.3333333333333,87.86179053920989,0.4457245263696877,0.3822901369881278,0.3399017956681,0.5501107461379201,0.2934915904497653,0.7014702055685662,0.2312328267769879,31.0,CF,R,R,USA,,False,False,406.3333333333333,D_on40man,14.0,10.0,10.0,10.0,0,44.0,0.8268262476894639,0.37464433424836524,0.7680208852091487,108.68584785856163,0.0095,0.7775208852091486,111.34584785856163,high,0.0
669065,Kyle Stowers,hitter,AAA,Norfolk Tides,"[2023, 2024]",547,0.2425868372943327,0.3437294332723948,0.5322358318098721,0.8759652650822669,0.1206581352833638,0.2595978062157221,0.2894133232948263,35,66,142,False,True,False,888.0,89.78491692521688,0.4202513695258482,0.3822930470010638,0.3269947089947089,0.5709027269027269,0.3484628775585559,0.7682506010871553,0.3201037357092764,28.0,LF,L,L,USA,,False,False,888.0,D_on40man,21.0,0.0,10.0,10.0,0,41.0,0.8759652650822669,0.3746471860610425,0.7680267314251371,108.6874847990384,0.0,0.7680267314251371,108.6874847990384,high,0.0
672359,Tirso Ornelas,hitter,AAA,El Paso Chihuahuas,"[2023, 2024, 2025]",1159,0.2919542709232097,0.3705780845556514,0.4670457290767904,0.8376238136324418,0.1052631578947368,0.1716997411561691,0.1749308540233685,37,122,199,True,False,True,62.0,90.51666666666664,0.4166666666666667,0.2644951923076923,0.1978333333333333,0.4302499999999999,0.1481481481481481,0.59375,0.2666666666666666,26.0,LF,L,R,Mexico,Designated for Assignment,True,False,62.0,A_dfa_milb,12.0,16.0,0.0,0.0,12,40.0,0.782825994049011,0.25920528846153845,0.5313708413461538,42.423835576923054,0.0057,0.5370708413461538,44.019835576923064,medium,0.07
686948,Drake Baldwin,hitter,AAA,Gwinnett Stripers,"[2023, 2024]",346,0.2992138728323699,0.4044335260115607,0.4874335260115607,0.8918670520231214,0.1502890173410404,0.1647398843930635,0.1876931161324224,13,52,57,False,True,False,1750.0,91.7,0.4955489614243323,0.3831192064872415,0.3271424332344214,0.5764035608308605,0.1949250288350634,0.7015945330296127,0.2878440366972477,25.0,C,L,R,USA,,False,False,1750.0,D_wrong_position,18.0,12.0,10.0,0.0,0,40.0,0.8918670520231214,0.37545682235749667,0.7696864858328681,109.15221603320308,0.0034,0.7730864858328681,110.10421603320307,high,0.0
680728,Adrian Del Castillo,hitter,AAA,Reno Aces,"[2023, 2024, 2025]",703,0.2951351351351351,0.3843613086770981,0.5413968705547653,0.9257581792318634,0.1209103840682788,0.2062588904694167,0.2460244622677799,32,85,145,False,True,False,436.0,88.18183333333334,0.4197435897435897,0.3962539518359462,0.3342810853530031,0.5952723919915701,0.3243633215496717,0.6572626635357263,0.305584918957012,26.0,DH,L,R,USA,,True,False,436.0,D_on40man,19.0,4.0,15.0,2.0,0,40.0,0.8733567728602485,0.3883288727992273,0.7960741892384159,116.54077298675645,0.0015,0.7975741892384158,116.96077298675644,medium,0.06
685301,Matt Gorski,hitter,AAA,Indianapolis Indians,"[2023, 2024, 2025]",586,0.252721843003413,0.3125273037542662,0.5095699658703072,0.8220972696245733,0.0853242320819112,0.2764505119453925,0.2566278294938222,30,50,162,False,False,True,181.0,85.25200000000001,0.32,0.3974459512195122,0.31816,0.62132,0.3888888888888889,0.5681818181818182,0.4301075268817204,28.0,1B,R,R,USA,,False,False,181.0,D_on40man,15.0,0.0,15.0,10.0,0,40.0,0.8220972696245733,0.38949703219512194,0.7984689159999999,117.21129647999999,0.0,0.7984689159999999,117.21129647999999,high,0.0
677592,Everson Pereira,hitter,AAA,,"[2023, 2024, 2025]",1036,0.2661718146718146,0.3609826254826254,0.5152528957528958,0.8762355212355213,0.111003861003861,0.2924710424710425,0.2494963383418409,60,115,303,False,True,False,347.5,91.15801886792453,0.4972691161866931,0.3695827952042392,0.3277205507394187,0.5455407955124936,0.4448529411764705,0.75582336382829,0.2500964506172839,25.0,RF,R,R,Venezuela,,False,False,347.5,D_on40man,22.0,8.0,10.0,0.0,0,40.0,0.8762355212355213,0.3621911393001544,0.7424918355653164,101.53771395828859,0.0075,0.7499918355653163,103.63771395828859,high,0.0
677950,Alek Thomas,hitter,AAA,Reno Aces,"[2023, 2024]",197,0.3262842639593908,0.3823807106598984,0.4920812182741116,0.8744619289340102,0.0862944162436548,0.1573604060913705,0.1658206429780034,5,17,31,True,True,True,1181.3333333333333,88.50643683036397,0.4265736696527608,0.3673418582647764,0.3317339588000996,0.5221866045003181,0.2640865085647382,0.6592258815175295,0.3253259935380387,26.0,CF,L,L,USA,Designated for Assignment,True,False,1181.3333333333333,A_mlb_reject,10.0,5.0,10.0,0.0,15,40.0,0.8249640839000096,0.35999502109948084,0.7379897932539357,100.27714211110198,0.0,0.7379897932539357,100.27714211110198,medium,0.06
666310,Bo Naylor,hitter,AAA,Columbus Clippers,[2023],270,0.253,0.393,0.498,0.891,0.1814814814814815,0.1925925925925926,0.2442396313364055,13,49,52,False,True,False,1442.6666666666667,88.13021236593598,0.357322620031438,0.340652676764289,0.2892928700928701,0.5177925958300958,0.2402157433899399,0.6616228821369171,0.254113705318451,26.0,C,L,R,Canada,,False,False,1442.6666666666667,D_wrong_position,22.0,13.0,5.0,0.0,0,40.0,0.891,0.33383962322900324,0.6843712276194566,85.26394373344785,0.0071,0.6914712276194566,87.25194373344785,high,0.0
680577,DaShawn Keirsey Jr.,hitter,AAA,St. Paul Saints,"[2023, 2024, 2025]",818,0.2834694376528117,0.3628056234718826,0.4473154034229828,0.8101210268948655,0.1026894865525672,0.2237163814180929,0.1639783716536296,19,84,183,True,True,True,199.0,85.04839743589744,0.3397435897435897,0.2922277979550406,0.2517328431372549,0.4308995098039215,0.2631868131868131,0.7476155539251651,0.2058035714285714,29.0,CF,L,L,USA,Declared Free Agency,False,False,199.0,B_fa_veteran,12.0,17.0,0.0,0.0,10,39.0,0.8101210268948655,0.2863832419959398,0.5870856460916765,58.02398090566941,0.0122,0.5992856460916764,61.43998090566941,high,0.0
683090,Matthew Lugo,hitter,AAA,Salt Lake Bees,"[2024, 2025]",749,0.2585714285714286,0.3280534045393858,0.4521014686248331,0.7801548731642189,0.0747663551401869,0.2830440587449933,0.1937918133209902,24,56,212,True,True,True,242.0,88.19333333333333,0.4222222222222222,0.388638982800984,0.3331555555555556,0.5812666666666666,0.3739837398373983,0.6324786324786325,0.392,25.0,LF,R,R,Puerto Rico,Designated for Assignment,True,False,242.0,A_dfa_milb,7.0,0.0,10.0,10.0,12,39.0,0.7291167038917934,0.38086620314496433,0.7807757164471768,112.2572006052095,0.0,0.7807757164471768,112.2572006052095,medium,0.07
669722,Logan Davidson,hitter,AAA,,"[2023, 2024, 2025]",1425,0.264658947368421,0.37196,0.4259719298245614,0.7979319298245615,0.1361403508771929,0.2785964912280702,0.1613652435837105,37,194,397,True,False,True,204.0,79.00909090909092,0.2727272727272727,0.3412935714285714,0.2904,0.516,0.3829787234042553,0.6637168141592921,0.2087912087912088,28.0,1B,S,R,USA,Outrighted,False,False,204.0,C_outrighted,15.0,12.0,5.0,0.0,7,39.0,0.7979319298245615,0.3344677,0.6856587849999999,85.62445979999997,0.0119,0.6975587849999999,88.95645979999998,high,0.0
670231,John Rave,hitter,AAA,Omaha Storm Chasers,"[2023, 2024, 2025]",1154,0.2591542461005199,0.3471767764298093,0.4560849220103986,0.8032616984402079,0.1152512998266897,0.2339688041594454,0.1969808180436627,39,133,270,False,True,False,749.0,84.65412844036695,0.4036697247706422,0.3617954131018489,0.326320754716981,0.5011037735849057,0.2460063897763578,0.592964824120603,0.2193732193732193,28.0,RF,L,L,USA,,False,False,749.0,D_on40man,12.0,17.0,10.0,0.0,0,39.0,0.8032616984402079,0.3545595048398119,0.7268469849216144,97.15715577805203,0.0108,0.7376469849216144,100.18115577805203,high,0.0
669208,Ryan Bliss,hitter,AAA,Tacoma Rainiers,"[2023, 2024, 2025]",1027,0.2542521908471275,0.357379746835443,0.4508042843232717,0.8081840311587147,0.1295034079844206,0.2239532619279454,0.1962190137547994,34,133,230,False,True,False,205.5,87.33038617886179,0.4105691056910568,0.3936658535680997,0.3131791666666667,0.6131041666666667,0.3602764423076923,0.7305835010060362,0.1875,26.0,2B,R,R,USA,,False,False,205.5,D_wrong_position,12.0,12.0,15.0,0.0,0,39.0,0.8081840311587147,0.38579253649673767,0.7908746998183122,115.0849159491274,0.0142,0.8050746998183121,119.0609159491274,high,0.0
665052,Griffin Conine,hitter,AAA,Jacksonville Jumbo Shrimp,"[2023, 2024, 2025]",563,0.2625417406749556,0.3516287744227353,0.4615097690941385,0.8131385435168739,0.1190053285968028,0.3072824156305506,0.1996243839050233,23,67,173,False,True,False,336.0,89.99551282051283,0.4522792022792022,0.3882779767984651,0.3356752136752137,0.5720908119658119,0.3226906158357771,0.6893830703012913,0.2772886638098948,28.0,LF,L,R,USA,,False,False,336.0,D_on40man,14.0,4.0,10.0,10.0,0,38.0,0.8131385435168739,0.3805124172624958,0.7800504553881163,112.05412750867258,0.0046,0.7846504553881164,113.34212750867259,high,0.0
686765,Nick Sogard,hitter,AAA,Worcester Red Sox,"[2023, 2024, 2025]",1309,0.2748388082505729,0.3839090909090908,0.4076126814362109,0.7915217723453016,0.1459129106187929,0.1848739495798319,0.1328456934971151,25,191,242,False,True,False,374.5,86.2462962962963,0.3310185185185185,0.3805310623264582,0.3724818376068376,0.5176794871794872,0.225,0.6407261858637294,0.2590314913844325,28.0,3B,S,R,USA,,False,False,374.5,D_on40man,12.0,16.0,10.0,0.0,0,38.0,0.7915217723453016,0.37292044107992905,0.7644869042138545,107.69633317987925,0.0065,0.7709869042138544,109.51633317987924,high,0.0
676059,Jordan Westburg,hitter,AAA,Norfolk Tides,"[2023, 2024, 2025]",356,0.3031292134831461,0.3790926966292134,0.5962331460674156,0.9753258426966293,0.0926966292134831,0.2106741573033707,0.2933422236268957,23,33,75,False,True,False,1268.6666666666667,90.26939855089137,0.4466518067042564,0.4065347305717894,0.3480390767342058,0.6052333161247745,0.281667412065654,0.7132137639150761,0.2827010200827236,27.0,3B,R,R,USA,,False,False,1268.6666666666667,D_on40man,17.0,6.0,15.0,0.0,0,38.0,0.9753258426966293,0.3984040359603536,0.8167282737187248,122.32391664124295,0.004,0.8207282737187248,123.44391664124295,high,0.0
681146,Jonah Bride,hitter,AAA,St. Paul Saints,"[2023, 2024, 2025]",828,0.2847826086956522,0.4209311594202898,0.4888973429951691,0.9098285024154588,0.179951690821256,0.1666666666666666,0.2044128597952913,29,149,138,False,False,True,728.3333333333334,87.49210732471602,0.3421791356573965,0.3149400644562152,0.2945228146334485,0.4214053396749008,0.1972768222768222,0.4854196400847199,0.2066130366553445,30.0,3B,R,R,USA,,False,False,728.3333333333334,D_on40man,18.0,20.0,0.0,0.0,0,38.0,0.9098285024154588,0.3086412631670909,0.6327145894925362,70.80008505791014,0.0121,0.6448145894925362,74.18808505791014,high,0.0
676724,Jared Young,hitter,AAA,Syracuse Mets,"[2023, 2024, 2025]",983,0.2994608341810783,0.4083967446592064,0.5507914547304171,0.9591881993896236,0.1342828077314344,0.1973550356052899,0.2517188103849753,49,132,194,False,True,False,183.0,86.68380952380951,0.3797619047619047,0.3780196875361616,0.2914555555555556,0.6289203703703703,0.3188990182328191,0.6984368215371255,0.2936170212765957,30.0,1B,L,R,Canada,,False,False,183.0,D_on40man,22.0,6.0,10.0,0.0,0,38.0,0.9591881993896236,0.37045929378543835,0.7594415522601485,106.2836346328416,0.0028,0.7622415522601486,107.0676346328416,high,0.0
678009,Parker Meadows,hitter,AAA,Toledo Mud Hens,"[2023, 2024, 2025]",809,0.2672941903584672,0.3562237330037083,0.4841631644004944,0.8403868974042028,0.1199011124845488,0.2299134734239802,0.2170735449774533,28,97,186,False,True,False,891.0,86.97448616579703,0.327500880309869,0.3672557015964849,0.3298799180030137,0.531762029173492,0.2660350163739414,0.6450563800605474,0.2406378728012719,26.0,CF,L,R,USA,,False,False,891.0,D_on40man,15.0,13.0,10.0,0.0,0,38.0,0.8403868974042028,0.3599105875645552,0.737816704507338,100.22867726205466,0.0085,0.746316704507338,102.60867726205464,high,0.0
