slot,player_id,player_name,roster_team,age,bat_side,birth_country,market_access_bucket,market_access_score,availability_gate_pass,first_pass_gate_pass,final_priority_score,recent_pa,recent_woba,recent_bb_pct,recent_k_pct,recent_whiff_per_swing,recent_nonfast_whiff_per_swing,recent_hardhit_rate,recent_barrel_rate,recent_hitter_count_xwoba,hitter_model_feature_count,hitter_model_feature_non_null_count,hitter_savant_pilot_success_prob,hitter_savant_pilot_failure_prob,hitter_savant_pilot_net_signal,hitter_savant_pilot_component_status,candidate_release_policy,is_final_recommendation,shortlist_label_allowed,candidate_name_release_allowed
regular_foreign_hitter_outfield_priority,670242,matt wallner,MIN,28.0,Left,USA,40man_not_active_medium_low_access,35.0,False,False,61.60556298362535,527,0.3185800530921056,0.1062618595825426,0.3149905123339658,0.3522274389959429,0.4115408698850225,0.4434600256264138,0.1301665107296796,0.5017616430937115,17,17,0.39574218368544833,0.6181603872042803,-0.22241820351883201,negative_pilot_signal_risk,signal_component_only_no_recommendation,False,False,False
regular_foreign_hitter_outfield_priority,678225,ji hwan bae,NYM,26.0,Left,Republic of Korea,non40man_org_candidate,75.0,True,False,61.09039634099469,25,0.176,0.2,0.36,0.3958333333333332,0.4375,0.3636363636363636,0.1818181818181818,,17,16,0.02,0.98,-0.96,negative_pilot_signal_risk,signal_component_only_no_recommendation,False,False,False
regular_foreign_hitter_outfield_priority,701305,zach dezenzo,HOU,26.0,Right,USA,40man_not_active_medium_low_access,35.0,False,False,60.06368606355961,160,0.305,0.0937499999999999,0.35,0.3102942753001715,0.4263639304197815,0.3702722482435597,0.1572160421545666,0.2845499999999999,17,17,0.06850563435428092,0.9417398822467539,-0.873234247892473,negative_pilot_signal_risk,signal_component_only_no_recommendation,False,False,False
regular_foreign_hitter_outfield_priority,663609,luken baker,AZ,29.0,Right,USA,non40man_org_candidate,75.0,True,False,58.954731266672695,46,0.325,0.1521739130434782,0.2826086956521739,0.3229600952948183,0.4583333333333333,0.5371376811594203,0.0742753623188405,0.0048260869565217,17,17,0.02,0.98,-0.96,negative_pilot_signal_risk,signal_component_only_no_recommendation,False,False,False
regular_foreign_hitter_outfield_priority,656180,riley adams,WSH,29.0,Right,USA,non40man_org_candidate,75.0,True,False,58.511811993725935,286,0.2582456140350877,0.0629370629370629,0.3846153846153846,0.3053571428571429,0.3861788617886179,0.5263157894736842,0.1052631578947368,0.6062285714285714,17,17,0.42935113020199456,0.4992619479544301,-0.06991081775243552,neutral_pilot_signal_unranked,signal_component_only_no_recommendation,False,False,False
regular_foreign_hitter_outfield_priority,686894,joey wiemer,WSH,27.0,Right,USA,40man_not_active_medium_low_access,35.0,False,False,58.01979121705767,144,0.3657286020776873,0.0972222222222221,0.3611111111111111,0.3082839672109385,0.4334935897435897,0.4921977124183006,0.1199346405228757,0.311537037037037,17,17,0.0554741416119835,0.9638796340299152,-0.9084054924179317,negative_pilot_signal_risk,signal_component_only_no_recommendation,False,False,False
regular_foreign_hitter_outfield_priority,502054,tommy pham,BAL,38.0,Right,USA,non40man_org_candidate,75.0,True,False,57.730050190367386,463,0.3161386278286927,0.1101511879049676,0.2181425485961122,0.2084988756455039,0.2840055912410124,0.4707968877439971,0.0644360411299986,0.3690584677419354,17,17,0.6595765865372787,0.3088854845329929,0.35069110200428577,positive_pilot_signal_unranked,signal_component_only_no_recommendation,False,False,False
regular_foreign_hitter_outfield_priority,676801,chas mccormick,CHC,31.0,Right,USA,non40man_org_candidate,75.0,True,False,57.04015501858902,116,0.2743243243243243,0.0775862068965517,0.2672413793103448,0.3347280334728033,0.4020618556701031,0.2972972972972973,0.054054054054054,0.3359499999999999,17,17,0.14101222286125636,0.8768549336997997,-0.7358427108385434,negative_pilot_signal_risk,signal_component_only_no_recommendation,False,False,False
regular_foreign_hitter_outfield_priority,669234,justyn-henry malloy,TB,26.0,Right,USA,non40man_org_candidate,75.0,True,False,56.680538766370205,127,0.3110236220472441,0.1574803149606299,0.2519685039370078,0.2690582959641255,0.4081632653061224,0.3108108108108108,0.0405405405405405,0.3386666666666666,17,17,0.05669325403317819,0.9013611106580277,-0.8446678566248496,negative_pilot_signal_risk,signal_component_only_no_recommendation,False,False,False
regular_foreign_hitter_outfield_priority,656537,derek hill,PHI,30.0,Right,USA,40man_not_active_medium_low_access,30.0,False,False,56.59354315227834,235,0.2945881456458302,0.0680851063829786,0.3191489361702128,0.3154152367879203,0.3723709953533871,0.4378847716949557,0.1078364809945015,0.5453787234042553,17,17,0.4310615908833499,0.6492179198778348,-0.21815632899448495,negative_pilot_signal_risk,signal_component_only_no_recommendation,False,False,False
regular_foreign_hitter_outfield_priority,669911,michael toglia,CIN,27.0,Switch,USA,non40man_org_candidate,75.0,True,False,56.08616457722126,337,0.2790662650602409,0.0830860534124629,0.3916913946587537,0.3549848942598187,0.4897959183673468,0.4393063583815029,0.1040462427745664,0.4606963029914085,17,17,0.18785676997562434,0.8115101126122233,-0.6236533426365989,negative_pilot_signal_risk,signal_component_only_no_recommendation,False,False,False
regular_foreign_hitter_outfield_priority,670092,trenton brooks,HOU,30.0,Left,USA,non40man_org_candidate,75.0,True,False,55.297563738644016,43,0.1999999999999999,0.0465116279069767,0.3023255813953488,0.2150537634408602,0.2972972972972973,0.3571428571428571,0.0714285714285714,0.008,17,17,0.16860299345469604,0.8078158300890587,-0.6392128366343626,negative_pilot_signal_risk,signal_component_only_no_recommendation,False,False,False
regular_foreign_hitter_outfield_priority,805904,zach cole,HOU,25.0,Left,USA,40man_not_active_medium_low_access,35.0,False,False,55.23151100862876,105,0.3014285714285713,0.057142857142857,0.3904761904761905,0.4116995581737849,0.4953279424977538,0.4908289241622574,0.1574955908289241,0.676184126984127,17,17,0.14820983148081357,0.8605044364326798,-0.7122946049518663,negative_pilot_signal_risk,signal_component_only_no_recommendation,False,False,False
regular_foreign_hitter_outfield_priority,685744,kenedy corona,NYY,26.0,Right,Venezuela,non40man_org_candidate,75.0,True,False,54.64217669499549,4,0.35,0.5,0.25,0.1428571428571428,,0.0,0.0,,17,12,0.02,0.98,-0.96,negative_pilot_signal_risk,signal_component_only_no_recommendation,False,False,False
regular_foreign_hitter_outfield_priority,692216,cj kayfus,CLE,24.0,Left,USA,40man_not_active_medium_low_access,35.0,False,False,54.276124348763574,163,0.3102122609824906,0.0797546012269938,0.2822085889570552,0.3162799096847573,0.4439142104561216,0.388089697482547,0.1107165523285683,0.5299011588275392,17,17,0.16770376224323516,0.8024967844569063,-0.6347930222136712,negative_pilot_signal_risk,signal_component_only_no_recommendation,False,False,False
regular_foreign_hitter_outfield_priority,805249,otto kemp,PHI,26.0,Right,USA,40man_not_active_medium_low_access,35.0,False,False,53.780021561589635,245,0.2981632653061223,0.0530612244897958,0.3142857142857143,0.3280258704467009,0.4225093804337878,0.4124056895485466,0.1078540507111935,0.2127244897959182,17,17,0.17977103315803675,0.858874048970653,-0.6791030158126162,negative_pilot_signal_risk,signal_component_only_no_recommendation,False,False,False
regular_foreign_hitter_outfield_priority,650559,bryan de la cruz,PHI,29.0,Right,Dominican Republic,non40man_org_candidate,75.0,True,False,53.59073845074764,50,0.2289999999999999,0.06,0.36,0.2989690721649484,0.3488372093023255,0.5172413793103449,0.0689655172413793,0.1325,17,17,0.13132598112072505,0.879707380602974,-0.748381399482249,negative_pilot_signal_risk,signal_component_only_no_recommendation,False,False,False
regular_foreign_hitter_outfield_priority,696030,alejandro osuna,TEX,23.0,Left,Mexico,40man_not_active_medium_low_access,35.0,False,False,53.48001515094848,286,0.301684336769451,0.1153846153846153,0.1713286713286712,0.1406013014812244,0.1547926270418967,0.3612968228352843,0.0368178829717291,0.4267032967032967,17,17,0.7706428578623828,0.25493260998364004,0.5157102478787428,positive_pilot_signal_unranked,signal_component_only_no_recommendation,False,False,False
regular_foreign_hitter_outfield_priority,694374,tim tawa,AZ,27.0,Right,USA,40man_not_active_medium_low_access,35.0,False,False,53.45835490650795,295,0.2829852113687175,0.094915254237288,0.271186440677966,0.282260996797666,0.3928486068945877,0.4046346897828424,0.0767256764696101,0.3518386867369917,17,17,0.34544906617309046,0.6021610101831666,-0.25671194401007613,negative_pilot_signal_risk,signal_component_only_no_recommendation,False,False,False
regular_foreign_hitter_outfield_priority,672359,tirso ornelas,SD,26.0,Left,Mexico,non40man_org_candidate,75.0,True,False,53.388990770932594,16,0.14375,0.125,0.125,0.1428571428571428,0.2307692307692307,0.4166666666666667,0.0833333333333333,,17,16,0.5707812620815719,0.16770396250126648,0.40307729958030536,positive_pilot_signal_unranked,signal_component_only_no_recommendation,False,False,False
regular_foreign_hitter_outfield_priority,665839,enmanuel valdez,PIT,27.0,Left,Dominican Republic,non40man_org_candidate,75.0,True,False,53.04754268850709,102,0.292156862745098,0.1078431372549019,0.1568627450980392,0.1860465116279069,0.2564102564102564,0.4266666666666667,0.08,0.5649738562091505,17,17,0.4874728429162384,0.4697941714943756,0.0176786714218628,neutral_pilot_signal_unranked,signal_component_only_no_recommendation,False,False,False
regular_foreign_hitter_outfield_priority,642136,matt thaiss,BOS,31.0,Left,USA,non40man_org_candidate,75.0,True,False,52.92544409679263,190,0.3085106382978723,0.1526315789473684,0.2421052631578947,0.254054054054054,0.2307692307692307,0.4324324324324324,0.045045045045045,0.3098069498069497,17,17,0.2110272756864329,0.7788986320959201,-0.5678713564094873,negative_pilot_signal_risk,signal_component_only_no_recommendation,False,False,False
regular_foreign_hitter_outfield_priority,622569,pablo reyes,SD,32.0,Right,Dominican Republic,non40man_org_candidate,75.0,True,False,52.86870261626329,34,0.2296875,0.0588235294117647,0.2941176470588235,0.2280701754385964,0.1578947368421052,0.3333333333333333,0.0476190476190476,0.093,17,17,0.2985490420310121,0.6844071206149919,-0.38585807858397975,negative_pilot_signal_risk,signal_component_only_no_recommendation,False,False,False
regular_foreign_hitter_outfield_priority,687957,dustin harris,CWS,26.0,Left,USA,non40man_org_candidate,75.0,True,False,52.80318513019157,95,0.2831269349845201,0.0947368421052631,0.2105263157894736,0.1811982082866741,0.2473478818998716,0.2037755206730275,0.0167641325536062,0.3238526315789473,17,17,0.4071385155254232,0.5808171593490989,-0.17367864382367576,negative_pilot_signal_risk,signal_component_only_no_recommendation,False,False,False
regular_foreign_hitter_outfield_priority,692585,yanquiel fernández,NYY,23.0,Left,Cuba,non40man_org_candidate,75.0,True,False,52.320188750396355,147,0.2715753424657534,0.0544217687074829,0.2925170068027211,0.2915360501567398,0.3793103448275862,0.3723404255319149,0.0851063829787234,0.3779192307692307,17,17,0.5832280703041803,0.4807911351428452,0.10243693516133512,neutral_pilot_signal_unranked,signal_component_only_no_recommendation,False,False,False
regular_foreign_hitter_outfield_priority,640492,josé azócar,ATL,30.0,Right,Venezuela,non40man_org_candidate,75.0,True,False,51.704728252505376,37,0.3189189189189189,0.081081081081081,0.1081081081081081,0.1289333976833976,0.1364864864864864,0.2657657657657657,0.0,0.181,17,17,0.6420487384215194,0.5392325779449071,0.10281616047661235,neutral_pilot_signal_unranked,signal_component_only_no_recommendation,False,False,False
regular_foreign_hitter_outfield_priority,664913,seth brown,NYY,33.0,Left,USA,non40man_org_candidate,75.0,True,False,51.368098530012674,76,0.2671052631578947,0.1184210526315789,0.3026315789473684,0.3103448275862069,0.5142857142857142,0.4047619047619047,0.0952380952380952,0.1099999999999999,17,17,0.05763085240576621,0.9535000295924826,-0.8958691771867164,negative_pilot_signal_risk,signal_component_only_no_recommendation,False,False,False
regular_foreign_hitter_outfield_priority,676116,ryan noda,BAL,30.0,Left,USA,non40man_org_candidate,75.0,True,False,51.23243393692749,59,0.2303571428571428,0.1864406779661017,0.423728813559322,0.4215686274509804,0.4210526315789473,0.3478260869565217,0.0869565217391304,0.2015,17,17,0.02,0.98,-0.96,negative_pilot_signal_risk,signal_component_only_no_recommendation,False,False,False
regular_foreign_hitter_outfield_priority,687363,victor scott,STL,25.0,Left,USA,40man_not_active_medium_low_access,35.0,False,False,51.05270393731811,647,0.2840223713671438,0.0896445131375579,0.2395672333848531,0.2365266293318976,0.3334615794345736,0.2566124506917172,0.0288049807020719,0.366215100601678,17,17,0.700141203293824,0.2343219792401502,0.4658192240536738,positive_pilot_signal_unranked,signal_component_only_no_recommendation,False,False,False
regular_foreign_hitter_outfield_priority,695336,thomas saggese,STL,24.0,Right,USA,40man_not_active_medium_low_access,35.0,False,False,50.96819833850539,377,0.2775577870405456,0.0583554376657824,0.2891246684350132,0.2415830235490036,0.2781283572440413,0.4277521594232469,0.0658913146976807,0.3655794650751547,17,17,0.7323900967212347,0.3154113340136621,0.41697876270757256,positive_pilot_signal_unranked,signal_component_only_no_recommendation,False,False,False
regular_foreign_hitter_outfield_priority,671286,johnathan rodríguez,BAL,26.0,Right,Puerto Rico,40man_not_active_medium_low_access,35.0,False,False,50.93498598575234,88,0.2738636363636363,0.1022727272727272,0.2840909090909091,0.334726867335563,0.39375,0.5446428571428571,0.0535714285714285,0.297,17,17,0.08663244529995526,0.8891338422048463,-0.802501396904891,negative_pilot_signal_risk,signal_component_only_no_recommendation,False,False,False
regular_foreign_hitter_outfield_priority,674441,jacob hurtubise,MIL,28.0,Left,USA,non40man_org_candidate,75.0,True,False,50.843858767203415,15,0.2,0.0666666666666666,0.4,0.2222222222222222,0.2307692307692307,0.1666666666666666,0.0,,17,15,0.37404387956542745,0.4999358059037105,-0.12589192633828306,negative_pilot_signal_risk,signal_component_only_no_recommendation,False,False,False
regular_foreign_hitter_outfield_priority,695578,james wood,WSH,23.0,Left,USA,mlb_active_low_access,10.0,False,False,50.619912208565495,1006,0.3799900556565523,0.1391650099403578,0.3141153081510934,0.306370970961788,0.410544296801536,0.5735571670022437,0.1923844332895771,0.7215380606879941,17,17,0.8164580119238452,0.22270122660834604,0.5937567853154991,positive_pilot_signal_unranked,signal_component_only_no_recommendation,False,False,False
regular_foreign_hitter_outfield_priority,687529,grant mccray,SF,25.0,Left,USA,40man_not_active_medium_low_access,35.0,False,False,50.59807535382784,26,0.1639999999999999,0.0769230769230769,0.4230769230769231,0.32,0.4444444444444444,0.2307692307692307,0.1538461538461538,0.046,17,17,0.02,0.98,-0.96,negative_pilot_signal_risk,signal_component_only_no_recommendation,False,False,False
regular_foreign_hitter_outfield_priority,683079,omar martinez,LAA,24.0,Left,Venezuela,dfa_designated_high_signal,95.0,True,False,50.503219134753245,3,0.3,0.0,0.3333333333333333,0.0,,0.5,0.0,,17,13,0.8453381812834333,0.022578781821420747,0.8227593994620126,positive_pilot_signal_unranked,signal_component_only_no_recommendation,False,False,False
regular_foreign_hitter_outfield_priority,686823,will brennan,SF,28.0,Left,USA,dfa_designated_high_signal,95.0,True,False,50.42005094658728,36,0.1161616161616161,0.0277777777777777,0.111111111111111,0.0925,0.1523148148148148,0.2764619883040936,0.0,0.25085,17,17,0.965589663635518,0.02,0.945589663635518,positive_pilot_signal_unranked,signal_component_only_no_recommendation,False,False,False
regular_foreign_hitter_outfield_priority,681546,james outman,DET,29.0,Left,USA,40man_not_active_medium_low_access,30.0,False,False,50.41662158044524,218,0.2433486238532109,0.0779816513761467,0.4220183486238531,0.3786638793710571,0.4731450185095767,0.3503036568032044,0.1147435069130378,0.1960893403232852,17,17,0.13256076551477672,0.8920696466721766,-0.7595088811573999,negative_pilot_signal_risk,signal_component_only_no_recommendation,False,False,False
regular_foreign_hitter_outfield_priority,670770,tj friedl,CIN,30.0,Left,USA,40man_not_active_medium_low_access,35.0,False,False,50.354453140560146,863,0.3249428404191523,0.1089223638470451,0.1819235225955967,0.179868319114968,0.3310844741042735,0.3176854741367393,0.0273400876253283,0.2571596801337812,17,17,0.8675123454315837,0.0831436052246064,0.7843687402069773,positive_pilot_signal_unranked,signal_component_only_no_recommendation,False,False,False
regular_foreign_hitter_outfield_priority,666139,josh lowe,LAA,28.0,Left,USA,40man_not_active_medium_low_access,35.0,False,False,50.0089719378059,569,0.280766782386956,0.0685413005272407,0.2601054481546572,0.2486664027719838,0.2631234906626543,0.383953030980336,0.0640169445197521,0.4119487487074302,17,17,0.9014254455064239,0.1362149159271964,0.7652105295792275,positive_pilot_signal_unranked,signal_component_only_no_recommendation,False,False,False
regular_foreign_hitter_outfield_priority,670231,john rave,KC,28.0,Left,USA,40man_not_active_medium_low_access,35.0,False,False,49.52576384359793,175,0.276453488372093,0.1028571428571428,0.2628571428571428,0.1981132075471697,0.2251655629139073,0.4036697247706422,0.055045871559633,0.4177661957090528,17,17,0.5445647996321615,0.40064148264405336,0.14392331698810817,neutral_pilot_signal_unranked,signal_component_only_no_recommendation,False,False,False
regular_foreign_hitter_outfield_priority,677950,alek thomas,LAD,26.0,Left,USA,40man_not_active_medium_low_access,35.0,False,False,49.347960500646266,569,0.295617030799396,0.0421792618629173,0.2548330404217926,0.2519519420136179,0.2969232747620162,0.4033978263418903,0.0796606581104489,0.5321657613539649,17,17,0.9169843459938473,0.07796026202984649,0.8390240839640007,positive_pilot_signal_unranked,signal_component_only_no_recommendation,False,False,False
regular_foreign_hitter_outfield_priority,656582,connor joe,SEA,33.0,Right,USA,40man_not_active_medium_low_access,35.0,False,False,49.20699845553267,119,0.2624933517710881,0.1092436974789915,0.2521008403361344,0.2047635871165282,0.3208839091192033,0.3994218008058838,0.0693389655327371,0.5225673717762968,17,17,0.19223176463572014,0.6910842789199528,-0.4988525142842327,negative_pilot_signal_risk,signal_component_only_no_recommendation,False,False,False
regular_foreign_hitter_outfield_priority,682663,agustín ramírez,MIA,24.0,Right,Dominican Republic,40man_not_active_medium_low_access,35.0,False,False,49.08744014667451,714,0.3126927983166157,0.0686274509803921,0.1946778711484593,0.2447716175616476,0.3161237333133547,0.4601136229139542,0.0987986743993371,0.4270411291709666,17,17,0.8909284612374805,0.10935599237613144,0.781572468861349,positive_pilot_signal_unranked,signal_component_only_no_recommendation,False,False,False
regular_foreign_hitter_outfield_priority,665742,juan soto,NYM,27.0,Left,Dominican Republic,mlb_active_low_access,10.0,False,False,49.01033278277305,925,0.4063865091982738,0.1664864864864864,0.1794594594594594,0.2000232163443064,0.2694714714714715,0.5378362325738563,0.176466749765832,0.4611570826043434,17,17,0.7982780901376461,0.24857590294895987,0.5497021871886862,positive_pilot_signal_unranked,signal_component_only_no_recommendation,False,False,False
regular_foreign_hitter_outfield_priority,676679,luis vázquez,BAL,26.0,Right,Puerto Rico,non40man_org_candidate,75.0,True,False,48.985172900082944,53,0.2028301886792453,0.0566037735849056,0.2641509433962264,0.3173076923076922,0.36,0.4444444444444444,0.1111111111111111,0.522,17,17,0.3380998025221587,0.7345360771264167,-0.39643627460425795,negative_pilot_signal_risk,signal_component_only_no_recommendation,False,False,False
regular_foreign_hitter_outfield_priority,677956,rece hinds,MIA,25.0,Right,USA,40man_not_active_medium_low_access,35.0,False,False,48.92344321871239,80,0.1881985294117646,0.0249999999999999,0.4875,0.4759441384736428,0.6209615384615385,0.4035714285714286,0.0999999999999999,0.5837222222222223,17,17,0.08377660976592555,0.9088128915747227,-0.8250362818087971,negative_pilot_signal_risk,signal_component_only_no_recommendation,False,False,False
regular_foreign_hitter_outfield_priority,669450,cooper hummel,,,,,unknown_not_in_current_mlb_org,45.0,False,False,48.474044816294295,105,0.2711538461538461,0.1333333333333333,0.2952380952380952,0.3085106382978723,0.4534883720930231,0.3793103448275862,0.1206896551724138,0.4016,17,17,0.043008657560575946,0.9447751207002169,-0.9017664631396409,negative_pilot_signal_risk,signal_component_only_no_recommendation,False,False,False
regular_foreign_hitter_outfield_priority,595777,jurickson profar,ATL,33.0,Switch,Curacao,non40man_org_candidate,30.0,False,False,48.47231217256736,371,0.3563685636856368,0.1293800539083558,0.1590296495956873,0.1501416430594901,0.2194357366771159,0.4046692607003891,0.0739299610894941,0.3194764304915515,17,17,0.6612424895153761,0.3376112338883932,0.3236312556269829,positive_pilot_signal_unranked,signal_component_only_no_recommendation,False,False,False
regular_foreign_hitter_outfield_priority,571912,luke maile,KC,35.0,Right,USA,non40man_org_candidate,75.0,True,False,48.44435161872303,54,0.3333333333333333,0.1296296296296296,0.2962962962962963,0.2421052631578947,0.2195121951219512,0.4666666666666667,0.0666666666666666,0.6513446327683613,17,17,0.1815605183693818,0.8216391442217945,-0.6400786258524127,negative_pilot_signal_risk,signal_component_only_no_recommendation,False,False,False
regular_foreign_hitter_outfield_priority,596146,max kepler,AZ,33.0,Left,Germany,non40man_org_candidate,30.0,False,False,48.19388625833841,474,0.3077991452991453,0.1012658227848101,0.1962025316455696,0.2195676905574515,0.3106796116504854,0.4495412844036697,0.1162079510703364,0.3111558941212681,17,17,0.6381672137389942,0.39189854596538193,0.24626866777361228,neutral_pilot_signal_unranked,signal_component_only_no_recommendation,False,False,False
regular_foreign_hitter_outfield_priority,593428,xander bogaerts,SD,33.0,Right,Aruba,40man_not_active_medium_low_access,35.0,False,False,47.86242063026748,803,0.3235405212105979,0.0884184308841842,0.1731008717310086,0.2002386303089558,0.3008286661205862,0.3893011490890412,0.0685998638274378,0.4504242983875669,17,17,0.8839020638313104,0.0865854430282768,0.7973166208030337,positive_pilot_signal_unranked,signal_component_only_no_recommendation,False,False,False
regular_foreign_hitter_outfield_priority,691781,brady house,WSH,23.0,Right,USA,40man_not_active_medium_low_access,35.0,False,False,47.75417515024979,451,0.2761949778787362,0.0465631929046563,0.2838137472283814,0.293810541878196,0.344691286265291,0.45283403152607,0.0676682601123746,0.3999254397520274,17,17,0.6090621606820829,0.40207748570483204,0.20698467497725082,neutral_pilot_signal_unranked,signal_component_only_no_recommendation,False,False,False
regular_foreign_hitter_outfield_priority,649966,luis urías,AZ,29.0,Right,Mexico,non40man_org_candidate,75.0,True,False,47.4689525629658,330,0.3125757575757576,0.0939393939393939,0.1333333333333333,0.12,0.1689497716894977,0.3020408163265306,0.036734693877551,0.3919956709956709,17,17,0.815692984521652,0.14001707766859306,0.6756759068530589,positive_pilot_signal_unranked,signal_component_only_no_recommendation,False,False,False
regular_foreign_hitter_outfield_priority,457705,andrew mccutchen,,,,,unknown_not_in_current_mlb_org,45.0,False,False,47.446316166465245,634,0.3120806246405354,0.1198738170347002,0.2192429022082018,0.251264377666348,0.3398658786465671,0.4105748023406169,0.0801782804157521,0.2857903063215247,17,17,0.5819059459881043,0.401034666384443,0.18087127960366128,neutral_pilot_signal_unranked,signal_component_only_no_recommendation,False,False,False
regular_foreign_hitter_outfield_priority,624415,cavan biggio,HOU,31.0,Left,USA,non40man_org_candidate,75.0,True,False,47.43890675741707,83,0.2641975308641975,0.1325301204819277,0.2409638554216867,0.2384615384615384,0.3962264150943396,0.36,0.04,0.1964076923076922,17,17,0.05000444945712864,0.9247193876419193,-0.8747149381847906,negative_pilot_signal_risk,signal_component_only_no_recommendation,False,False,False
regular_foreign_hitter_outfield_priority,545361,mike trout,LAA,34.0,Right,USA,mlb_active_low_access,10.0,False,False,47.38240348178719,859,0.3642338577804129,0.1734575087310826,0.2922002328288707,0.2479160948110408,0.3622790486027228,0.5041433509928918,0.176498658883193,0.4006397010495215,17,17,0.5058106555495523,0.6257455096983875,-0.1199348541488352,negative_pilot_signal_risk,signal_component_only_no_recommendation,False,False,False
