season,player_key,kbo_team,role_model_family,archetype_cluster_id,archetype_name,success,failure,in_season_replaced,injury_exit_flag,performance_exit_flag,has_savant_bool,has_milb_bool,backfill_need,backfill_priority,candidate_release_allowed,release_policy
2024,아리엘후라도,키움,pitcher,1,pitcher_load_bearing_rotation_anchor,1,0,0,0,0,False,False,missing_savant_and_milb,P1_recent_outcome_backfill,False,layer2_4_validation_sprint_research_only_no_candidate_release
2024,애런윌커슨,롯데,pitcher,4,pitcher_load_bearing_rotation_anchor,1,0,0,0,0,False,False,missing_savant_and_milb,P1_recent_outcome_backfill,False,layer2_4_validation_sprint_research_only_no_candidate_release
2024,에릭요키시,NC,pitcher,2,pitcher_failure_replacement_or_health_risk,0,1,0,0,0,False,False,missing_savant_and_milb,P1_recent_outcome_backfill,False,layer2_4_validation_sprint_research_only_no_candidate_release
2024,요나탄페를라사,한화,hitter,0,hitter_everyday_middle_order_anchor,1,0,0,0,0,False,False,missing_savant_and_milb,P1_recent_outcome_backfill,False,layer2_4_validation_sprint_research_only_no_candidate_release
2024,웨스벤자민,KT,pitcher,4,pitcher_load_bearing_rotation_anchor,1,0,0,0,0,False,False,missing_savant_and_milb,P1_recent_outcome_backfill,False,layer2_4_validation_sprint_research_only_no_candidate_release
2024,윌리엄쿠에바스,KT,pitcher,4,pitcher_load_bearing_rotation_anchor,1,0,0,0,0,False,False,missing_savant_and_milb,P1_recent_outcome_backfill,False,layer2_4_validation_sprint_research_only_no_candidate_release
2024,윌크로우,KIA,pitcher,0,pitcher_failure_replacement_or_health_risk,0,1,1,1,0,False,False,missing_savant_and_milb,P1_recent_outcome_backfill,False,layer2_4_validation_sprint_research_only_no_candidate_release
2024,펠릭스페냐,한화,pitcher,3,pitcher_failure_replacement_or_health_risk,0,1,1,0,1,False,False,missing_savant_and_milb,P1_recent_outcome_backfill,False,layer2_4_validation_sprint_research_only_no_candidate_release
2025,CC메르세데스,키움,pitcher,2,pitcher_failure_replacement_or_health_risk,0,1,0,0,0,False,False,missing_savant_and_milb,P1_recent_outcome_backfill,False,layer2_4_validation_sprint_research_only_no_candidate_release
2025,기예르모에레디아,SSG,hitter,0,hitter_everyday_middle_order_anchor,1,0,0,0,0,False,False,missing_savant_and_milb,P1_recent_outcome_backfill,False,layer2_4_validation_sprint_research_only_no_candidate_release
2025,드류앤더슨,SSG,pitcher,4,pitcher_load_bearing_rotation_anchor,1,0,0,0,0,False,False,missing_savant_and_milb,P1_recent_outcome_backfill,False,layer2_4_validation_sprint_research_only_no_candidate_release
2025,라울알칸타라,키움,pitcher,1,pitcher_load_bearing_rotation_anchor,1,0,0,0,0,False,False,missing_savant_and_milb,P1_recent_outcome_backfill,False,layer2_4_validation_sprint_research_only_no_candidate_release
2025,라이언맥브룸,SSG,hitter,1,hitter_failure_replacement_or_low_impact,0,1,1,0,0,False,False,missing_savant_and_milb,P1_recent_outcome_backfill,False,layer2_4_validation_sprint_research_only_no_candidate_release
2025,라일리톰프슨,NC,pitcher,1,pitcher_load_bearing_rotation_anchor,1,0,0,0,0,False,False,missing_savant_and_milb,P1_recent_outcome_backfill,False,layer2_4_validation_sprint_research_only_no_candidate_release
2025,라클란웰스,키움,pitcher,2,pitcher_failure_replacement_or_health_risk,1,1,1,0,0,False,False,missing_savant_and_milb,P1_recent_outcome_backfill,False,layer2_4_validation_sprint_research_only_no_candidate_release
2025,로건앨런,NC,pitcher,1,pitcher_load_bearing_rotation_anchor,1,0,0,0,0,False,False,missing_savant_and_milb,P1_recent_outcome_backfill,False,layer2_4_validation_sprint_research_only_no_candidate_release
2025,루벤카디네스,키움,hitter,1,hitter_failure_replacement_or_low_impact,0,1,0,0,0,False,False,missing_savant_and_milb,P1_recent_outcome_backfill,False,layer2_4_validation_sprint_research_only_no_candidate_release
2025,맷데이비슨,NC,hitter,0,hitter_everyday_middle_order_anchor,1,0,0,0,0,False,False,missing_savant_and_milb,P1_recent_outcome_backfill,False,layer2_4_validation_sprint_research_only_no_candidate_release
2025,멜로하스주니어,KT,hitter,1,hitter_failure_replacement_or_low_impact,0,1,1,0,1,False,False,missing_savant_and_milb,P1_recent_outcome_backfill,False,layer2_4_validation_sprint_research_only_no_candidate_release
2025,빈스벨라스케즈,롯데,pitcher,2,pitcher_failure_replacement_or_health_risk,0,1,0,0,0,False,False,missing_savant_and_milb,P1_recent_outcome_backfill,False,layer2_4_validation_sprint_research_only_no_candidate_release
2025,아리엘후라도,삼성,pitcher,1,pitcher_load_bearing_rotation_anchor,1,0,0,0,0,False,False,missing_savant_and_milb,P1_recent_outcome_backfill,False,layer2_4_validation_sprint_research_only_no_candidate_release
2025,앤더스톨허스트,LG,pitcher,1,pitcher_load_bearing_rotation_anchor,1,0,0,0,0,False,False,missing_savant_and_milb,P1_recent_outcome_backfill,False,layer2_4_validation_sprint_research_only_no_candidate_release
2025,야시엘푸이그,키움,hitter,1,hitter_failure_replacement_or_low_impact,0,1,1,1,0,False,False,missing_savant_and_milb,P1_recent_outcome_backfill,False,layer2_4_validation_sprint_research_only_no_candidate_release
2025,윌리엄쿠에바스,KT,pitcher,3,pitcher_failure_replacement_or_health_risk,0,1,1,0,1,False,False,missing_savant_and_milb,P1_recent_outcome_backfill,False,layer2_4_validation_sprint_research_only_no_candidate_release
2025,코엔윈,LG,pitcher,2,pitcher_failure_replacement_or_health_risk,0,1,1,0,0,False,False,missing_savant_and_milb,P1_recent_outcome_backfill,False,layer2_4_validation_sprint_research_only_no_candidate_release
