translation_proxy_locked_id,fit_slot,source_pool,age,throws_or_bats,position_or_role,market_access_bucket,availability_gate_pass,pitcher_diagnostic_pct,starter_runway_proxy_pct,traffic_command_proxy_pct,market_access_score,availability_gate_score,feature_coverage_score,translation_proxy_component_coverage,pitcher_translation_proxy_score,pitcher_translation_proxy_band,translation_proxy_status,research_status,manual_check_flags,candidate_name_release_allowed,score_release_allowed,rank_release_allowed,shortlist_label_allowed,is_final_recommendation,recommendation_label,release_policy
LOCKED-TRANS-2C158DB6E3F4,foreign_pitcher,regular_foreign_pitcher,30.0,Left,SP/multi-inning pitcher candidate pool,40man_not_active_medium_low_access,False,56.99588477366255,82.16435312638924,41.04919918266466,35.0,0.0,0.0,100.0,59.65215350936224,above_average,research_proxy_needs_manual_review,diagnostic_neutral_review,availability_gate_failed_or_unknown|needs_contract_medical_news_manual_check|pitcher_model_not_promoted_score_locked,False,False,False,False,False,locked_not_allowed,layer2_4_validation_sprint_research_only_no_candidate_release
LOCKED-TRANS-3A38A94D2813,foreign_pitcher,regular_foreign_pitcher,29.0,Right,SP/multi-inning pitcher candidate pool,medical_red_flag,False,72.53086419753086,49.50114269024915,55.2889019401518,15.0,0.0,0.0,100.0,58.7067704168595,above_average,research_proxy_needs_manual_review,risk_review_needed,availability_gate_failed_or_unknown|damage_command_risk_review|walk_command_risk|volatile_stuff_profile|needs_contract_medical_news_manual_check|pitcher_model_not_promoted_score_locked,False,False,False,False,False,locked_not_allowed,layer2_4_validation_sprint_research_only_no_candidate_release
LOCKED-TRANS-3D1C89C31490,foreign_pitcher,regular_foreign_pitcher,30.0,Right,SP/multi-inning pitcher candidate pool,mlb_active_low_access,False,70.37037037037037,35.12375248279884,64.93090987695106,10.0,0.0,0.0,100.0,56.62477670104859,above_average,research_proxy_needs_manual_review,diagnostic_neutral_review,availability_gate_failed_or_unknown|needs_contract_medical_news_manual_check|pitcher_model_not_promoted_score_locked,False,False,False,False,False,locked_not_allowed,layer2_4_validation_sprint_research_only_no_candidate_release
LOCKED-TRANS-3EA739E04446,foreign_pitcher,regular_foreign_pitcher,25.0,Left,SP/multi-inning pitcher candidate pool,40man_not_active_medium_low_access,False,64.60905349794238,73.20165322794439,36.14329063123249,35.0,0.0,0.0,100.0,58.468952014176935,above_average,research_proxy_needs_manual_review,diagnostic_watch_locked,availability_gate_failed_or_unknown|needs_contract_medical_news_manual_check|pitcher_model_not_promoted_score_locked,False,False,False,False,False,locked_not_allowed,layer2_4_validation_sprint_research_only_no_candidate_release
LOCKED-TRANS-404187A31C20,foreign_pitcher,regular_foreign_pitcher,28.0,Right,SP/multi-inning pitcher candidate pool,40man_not_active_medium_low_access,False,40.74074074074074,80.89532173402343,44.8712615269162,35.0,0.0,0.0,100.0,55.413868037457135,above_average,research_proxy_needs_manual_review,risk_review_needed,availability_gate_failed_or_unknown|damage_command_risk_review|home_run_damage_risk|needs_contract_medical_news_manual_check|pitcher_model_not_promoted_score_locked,False,False,False,False,False,locked_not_allowed,layer2_4_validation_sprint_research_only_no_candidate_release
LOCKED-TRANS-46B30EBD1DD6,foreign_pitcher,regular_foreign_pitcher,35.0,Left,SP/multi-inning pitcher candidate pool,non40man_org_candidate,True,14.40329218106996,77.0920001876119,52.33111869715768,75.0,100.0,0.0,100.0,55.42676737551338,above_average,research_proxy_needs_manual_review,risk_review_needed,damage_command_risk_review|home_run_damage_risk|needs_contract_medical_news_manual_check|pitcher_model_not_promoted_score_locked,False,False,False,False,False,locked_not_allowed,layer2_4_validation_sprint_research_only_no_candidate_release
LOCKED-TRANS-49EC9BE1592E,foreign_pitcher,regular_foreign_pitcher,24.0,Right,SP/multi-inning pitcher candidate pool,mlb_active_low_access,False,49.382716049382715,80.43681965193912,38.75633699992251,10.0,0.0,0.0,100.0,55.11310397778021,above_average,research_proxy_needs_manual_review,risk_review_needed,availability_gate_failed_or_unknown|damage_command_risk_review|walk_command_risk|volatile_stuff_profile|needs_contract_medical_news_manual_check|pitcher_model_not_promoted_score_locked,False,False,False,False,False,locked_not_allowed,layer2_4_validation_sprint_research_only_no_candidate_release
LOCKED-TRANS-4AFA2BBF69B3,foreign_pitcher,regular_foreign_pitcher,29.0,Left,SP/multi-inning pitcher candidate pool,40man_not_active_medium_low_access,False,60.28806584362139,62.10298160179781,43.176432681993745,35.0,0.0,0.0,100.0,56.1562733240343,above_average,research_proxy_needs_manual_review,risk_review_needed,availability_gate_failed_or_unknown|damage_command_risk_review|walk_command_risk|volatile_stuff_profile|needs_contract_medical_news_manual_check|pitcher_model_not_promoted_score_locked,False,False,False,False,False,locked_not_allowed,layer2_4_validation_sprint_research_only_no_candidate_release
LOCKED-TRANS-4B989FC5DEC7,foreign_pitcher,regular_foreign_pitcher,35.0,Left,SP/multi-inning pitcher candidate pool,medical_red_flag,False,74.2798353909465,34.776186135480266,59.89183765860342,15.0,0.0,0.0,100.0,56.70095656580487,above_average,research_proxy_needs_manual_review,diagnostic_neutral_review,availability_gate_failed_or_unknown|needs_contract_medical_news_manual_check|pitcher_model_not_promoted_score_locked,False,False,False,False,False,locked_not_allowed,layer2_4_validation_sprint_research_only_no_candidate_release
LOCKED-TRANS-4E6078F9D842,foreign_pitcher,regular_foreign_pitcher,32.0,Right,SP/multi-inning pitcher candidate pool,medical_red_flag,False,75.1028806584362,43.92973526328884,57.56591907401289,15.0,0.0,0.0,100.0,58.654777781856296,above_average,research_proxy_needs_manual_review,diagnostic_neutral_review,availability_gate_failed_or_unknown|needs_contract_medical_news_manual_check|pitcher_model_not_promoted_score_locked,False,False,False,False,False,locked_not_allowed,layer2_4_validation_sprint_research_only_no_candidate_release
LOCKED-TRANS-4F304BCB638A,foreign_pitcher,regular_foreign_pitcher,38.0,Right,SP/multi-inning pitcher candidate pool,medical_red_flag,False,83.9506172839506,23.32997365276299,55.19852194447503,15.0,0.0,0.0,100.0,55.56730908449468,above_average,research_proxy_needs_manual_review,diagnostic_neutral_review,availability_gate_failed_or_unknown|needs_contract_medical_news_manual_check|pitcher_model_not_promoted_score_locked,False,False,False,False,False,locked_not_allowed,layer2_4_validation_sprint_research_only_no_candidate_release
LOCKED-TRANS-5816F4F92D1C,foreign_pitcher,regular_foreign_pitcher,26.0,Right,SP/multi-inning pitcher candidate pool,40man_not_active_medium_low_access,False,37.4485596707819,80.81721808252478,51.42195548703643,35.0,0.0,0.0,100.0,56.04436129362487,above_average,research_proxy_needs_manual_review,risk_review_needed,availability_gate_failed_or_unknown|damage_command_risk_review|home_run_damage_risk|needs_contract_medical_news_manual_check|pitcher_model_not_promoted_score_locked,False,False,False,False,False,locked_not_allowed,layer2_4_validation_sprint_research_only_no_candidate_release
LOCKED-TRANS-5D925793D536,foreign_pitcher,regular_foreign_pitcher,27.0,Left,SP/multi-inning pitcher candidate pool,non40man_org_candidate,True,30.65843621399177,77.68504243699707,41.7729732816177,75.0,100.0,0.0,100.0,57.812034793851225,above_average,research_proxy_needs_manual_review,diagnostic_neutral_review,needs_contract_medical_news_manual_check|pitcher_model_not_promoted_score_locked,False,False,False,False,False,locked_not_allowed,layer2_4_validation_sprint_research_only_no_candidate_release
LOCKED-TRANS-5E709DCEE95F,foreign_pitcher,regular_foreign_pitcher,29.0,Right,SP/multi-inning pitcher candidate pool,non40man_org_candidate,True,40.0,54.05104063429138,48.20614469772052,75.0,100.0,0.0,100.0,56.31429633300297,above_average,research_proxy_needs_manual_review,diagnostic_neutral_review,needs_contract_medical_news_manual_check|pitcher_model_not_promoted_score_locked,False,False,False,False,False,locked_not_allowed,layer2_4_validation_sprint_research_only_no_candidate_release
LOCKED-TRANS-5F31B91AD365,foreign_pitcher,regular_foreign_pitcher,27.0,Right,SP/multi-inning pitcher candidate pool,mlb_active_low_access,False,58.64197530864198,48.56334369877109,59.11369689257587,10.0,0.0,0.0,100.0,55.01185274042933,above_average,research_proxy_needs_manual_review,risk_review_needed,availability_gate_failed_or_unknown|damage_command_risk_review|walk_command_risk|volatile_stuff_profile|needs_contract_medical_news_manual_check|pitcher_model_not_promoted_score_locked,False,False,False,False,False,locked_not_allowed,layer2_4_validation_sprint_research_only_no_candidate_release
LOCKED-TRANS-6DBEB851B5CB,foreign_pitcher,regular_foreign_pitcher,35.0,Right,SP/multi-inning pitcher candidate pool,mlb_active_low_access,False,53.29218106995884,72.44009164433677,61.44316378927105,10.0,0.0,0.0,100.0,59.958468179389605,above_average,research_proxy_needs_manual_review,risk_review_needed,availability_gate_failed_or_unknown|damage_command_risk_review|home_run_damage_risk|needs_contract_medical_news_manual_check|pitcher_model_not_promoted_score_locked,False,False,False,False,False,locked_not_allowed,layer2_4_validation_sprint_research_only_no_candidate_release
LOCKED-TRANS-6DC620E135B5,foreign_pitcher,regular_foreign_pitcher,32.0,Right,SP/multi-inning pitcher candidate pool,non40man_org_candidate,True,40.0,51.00346878097126,48.02775024777007,75.0,100.0,0.0,100.0,55.50780475718533,above_average,research_proxy_needs_manual_review,diagnostic_neutral_review,needs_contract_medical_news_manual_check|pitcher_model_not_promoted_score_locked,False,False,False,False,False,locked_not_allowed,layer2_4_validation_sprint_research_only_no_candidate_release
LOCKED-TRANS-72B7A1CE8ACE,foreign_pitcher,regular_foreign_pitcher,31.0,Right,SP/multi-inning pitcher candidate pool,medical_red_flag,False,67.90123456790124,46.482866078928,52.914550934592775,15.0,0.0,0.0,100.0,55.969724623750565,above_average,research_proxy_needs_manual_review,diagnostic_watch_locked,availability_gate_failed_or_unknown|needs_contract_medical_news_manual_check|pitcher_model_not_promoted_score_locked,False,False,False,False,False,locked_not_allowed,layer2_4_validation_sprint_research_only_no_candidate_release
LOCKED-TRANS-7457B579B34B,foreign_pitcher,regular_foreign_pitcher,27.0,Right,SP/multi-inning pitcher candidate pool,mlb_active_low_access,False,76.13168724279835,44.626652310277464,51.82258847328774,10.0,0.0,0.0,100.0,57.4518163687308,above_average,research_proxy_needs_manual_review,diagnostic_watch_locked,availability_gate_failed_or_unknown|needs_contract_medical_news_manual_check|pitcher_model_not_promoted_score_locked,False,False,False,False,False,locked_not_allowed,layer2_4_validation_sprint_research_only_no_candidate_release
LOCKED-TRANS-76FDFE3713C1,foreign_pitcher,regular_foreign_pitcher,30.0,Right,SP/multi-inning pitcher candidate pool,non40man_org_candidate,True,40.0,52.56442021803766,59.27651139742319,75.0,100.0,0.0,100.0,58.71023290386522,above_average,research_proxy_needs_manual_review,diagnostic_neutral_review,needs_contract_medical_news_manual_check|pitcher_model_not_promoted_score_locked,False,False,False,False,False,locked_not_allowed,layer2_4_validation_sprint_research_only_no_candidate_release
LOCKED-TRANS-78700C0A27BF,foreign_pitcher,regular_foreign_pitcher,28.0,Right,SP/multi-inning pitcher candidate pool,dfa_designated_high_signal,True,45.267489711934154,48.69155991141455,49.03538931509419,95.0,100.0,0.0,100.0,57.76198422020743,above_average,research_proxy_needs_manual_review,risk_review_needed,damage_command_risk_review|walk_command_risk|volatile_stuff_profile|needs_contract_medical_news_manual_check|pitcher_model_not_promoted_score_locked,False,False,False,False,False,locked_not_allowed,layer2_4_validation_sprint_research_only_no_candidate_release
LOCKED-TRANS-78A8E95BE31A,foreign_pitcher,regular_foreign_pitcher,31.0,Left,SP/multi-inning pitcher candidate pool,non40man_org_candidate,True,40.0,56.99950445986125,50.13875123885035,75.0,100.0,0.0,100.0,57.5345639246779,above_average,research_proxy_needs_manual_review,diagnostic_neutral_review,needs_contract_medical_news_manual_check|pitcher_model_not_promoted_score_locked,False,False,False,False,False,locked_not_allowed,layer2_4_validation_sprint_research_only_no_candidate_release
LOCKED-TRANS-80D0ED20EBC9,foreign_pitcher,regular_foreign_pitcher,27.0,Right,SP/multi-inning pitcher candidate pool,40man_not_active_medium_low_access,False,59.67078189300411,56.48545803815047,50.8027138469821,35.0,0.0,0.0,100.0,56.47327753918438,above_average,research_proxy_needs_manual_review,risk_review_needed,availability_gate_failed_or_unknown|damage_command_risk_review|walk_command_risk|volatile_stuff_profile|needs_contract_medical_news_manual_check|pitcher_model_not_promoted_score_locked,False,False,False,False,False,locked_not_allowed,layer2_4_validation_sprint_research_only_no_candidate_release
LOCKED-TRANS-80EF03CA9C99,foreign_pitcher,regular_foreign_pitcher,26.0,Right,SP/multi-inning pitcher candidate pool,medical_red_flag,False,85.90534979423869,35.18538911116821,54.349761610525846,15.0,0.0,0.0,100.0,58.90539261869512,above_average,research_proxy_needs_manual_review,risk_review_needed,availability_gate_failed_or_unknown|damage_command_risk_review|walk_command_risk|volatile_stuff_profile|needs_contract_medical_news_manual_check|pitcher_model_not_promoted_score_locked,False,False,False,False,False,locked_not_allowed,layer2_4_validation_sprint_research_only_no_candidate_release
LOCKED-TRANS-8182BE168387,foreign_pitcher,regular_foreign_pitcher,28.0,Right,SP/multi-inning pitcher candidate pool,non40man_org_candidate,True,50.617283950617285,65.62475783789516,32.83037028879998,75.0,100.0,0.0,100.0,58.54896721685897,above_average,research_proxy_needs_manual_review,risk_review_needed,damage_command_risk_review|walk_command_risk|volatile_stuff_profile|needs_contract_medical_news_manual_check|pitcher_model_not_promoted_score_locked,False,False,False,False,False,locked_not_allowed,layer2_4_validation_sprint_research_only_no_candidate_release
LOCKED-TRANS-8242F44D01FD,foreign_pitcher,regular_foreign_pitcher,33.0,Right,SP/multi-inning pitcher candidate pool,non40man_org_candidate,True,38.065843621399175,82.04021318422267,29.881049974101405,75.0,100.0,0.0,100.0,58.15006887600077,above_average,research_proxy_needs_manual_review,diagnostic_neutral_review,needs_contract_medical_news_manual_check|pitcher_model_not_promoted_score_locked,False,False,False,False,False,locked_not_allowed,layer2_4_validation_sprint_research_only_no_candidate_release
LOCKED-TRANS-834AFEF17574,foreign_pitcher,regular_foreign_pitcher,26.0,Switch,SP/multi-inning pitcher candidate pool,40man_not_active_medium_low_access,False,40.0,58.83300297324084,68.90981169474728,35.0,0.0,0.0,100.0,55.68570366699703,above_average,research_proxy_needs_manual_review,diagnostic_neutral_review,availability_gate_failed_or_unknown|needs_contract_medical_news_manual_check|pitcher_model_not_promoted_score_locked,False,False,False,False,False,locked_not_allowed,layer2_4_validation_sprint_research_only_no_candidate_release
LOCKED-TRANS-83D9E0254CD0,foreign_pitcher,regular_foreign_pitcher,29.0,Left,SP/multi-inning pitcher candidate pool,non40man_org_candidate,True,35.18518518518518,53.02840281091575,63.28025139995187,75.0,100.0,0.0,100.0,58.38271910827246,above_average,research_proxy_needs_manual_review,risk_review_needed,damage_command_risk_review|walk_command_risk|volatile_stuff_profile|needs_contract_medical_news_manual_check|pitcher_model_not_promoted_score_locked,False,False,False,False,False,locked_not_allowed,layer2_4_validation_sprint_research_only_no_candidate_release
LOCKED-TRANS-840928203258,foreign_pitcher,regular_foreign_pitcher,28.0,Right,SP/multi-inning pitcher candidate pool,mlb_active_low_access,False,66.2551440329218,35.16173369713729,74.00055875719349,10.0,0.0,0.0,100.0,57.66711632345923,above_average,research_proxy_needs_manual_review,risk_review_needed,availability_gate_failed_or_unknown|damage_command_risk_review|walk_command_risk|volatile_stuff_profile|needs_contract_medical_news_manual_check|pitcher_model_not_promoted_score_locked,False,False,False,False,False,locked_not_allowed,layer2_4_validation_sprint_research_only_no_candidate_release
LOCKED-TRANS-87518C287BC7,foreign_pitcher,regular_foreign_pitcher,25.0,Right,SP/multi-inning pitcher candidate pool,40man_not_active_medium_low_access,False,60.90534979423868,70.34714829905337,37.09839836532932,35.0,0.0,0.0,100.0,56.88299160436728,above_average,research_proxy_needs_manual_review,diagnostic_neutral_review,availability_gate_failed_or_unknown|needs_contract_medical_news_manual_check|pitcher_model_not_promoted_score_locked,False,False,False,False,False,locked_not_allowed,layer2_4_validation_sprint_research_only_no_candidate_release
LOCKED-TRANS-8C0297C063BA,foreign_pitcher,regular_foreign_pitcher,26.0,Right,SP/multi-inning pitcher candidate pool,40man_not_active_medium_low_access,False,36.41975308641975,82.44136108358111,57.03770999278102,35.0,0.0,0.0,100.0,57.54569369501645,above_average,research_proxy_needs_manual_review,risk_review_needed,availability_gate_failed_or_unknown|damage_command_risk_review|home_run_damage_risk|needs_contract_medical_news_manual_check|pitcher_model_not_promoted_score_locked,False,False,False,False,False,locked_not_allowed,layer2_4_validation_sprint_research_only_no_candidate_release
LOCKED-TRANS-90181986536B,foreign_pitcher,regular_foreign_pitcher,33.0,Left,SP/multi-inning pitcher candidate pool,non40man_org_candidate,True,24.279835390946506,84.54286932015155,31.477973954573446,75.0,100.0,0.0,100.0,55.039161435965205,above_average,research_proxy_needs_manual_review,risk_review_needed,damage_command_risk_review|home_run_damage_risk|needs_contract_medical_news_manual_check|pitcher_model_not_promoted_score_locked,False,False,False,False,False,locked_not_allowed,layer2_4_validation_sprint_research_only_no_candidate_release
LOCKED-TRANS-91EC9D0DF88F,foreign_pitcher,regular_foreign_pitcher,29.0,Right,SP/multi-inning pitcher candidate pool,mlb_active_low_access,False,54.93827160493827,63.748994165077846,53.39793708475571,10.0,0.0,0.0,100.0,56.26821429393987,above_average,research_proxy_needs_manual_review,diagnostic_watch_locked,availability_gate_failed_or_unknown|needs_contract_medical_news_manual_check|pitcher_model_not_promoted_score_locked,False,False,False,False,False,locked_not_allowed,layer2_4_validation_sprint_research_only_no_candidate_release
LOCKED-TRANS-925B3A0925A3,foreign_pitcher,regular_foreign_pitcher,35.0,Right,SP/multi-inning pitcher candidate pool,non40man_org_candidate,True,40.0,51.59811694747275,62.30921704658077,75.0,100.0,0.0,100.0,59.22683349851338,above_average,research_proxy_needs_manual_review,diagnostic_neutral_review,needs_contract_medical_news_manual_check|pitcher_model_not_promoted_score_locked,False,False,False,False,False,locked_not_allowed,layer2_4_validation_sprint_research_only_no_candidate_release
LOCKED-TRANS-92C052E17FD7,foreign_pitcher,regular_foreign_pitcher,23.0,Right,SP/multi-inning pitcher candidate pool,mlb_active_low_access,False,42.592592592592595,71.20491196515313,62.917915713312695,10.0,0.0,0.0,100.0,56.808484697394235,above_average,research_proxy_needs_manual_review,diagnostic_neutral_review,availability_gate_failed_or_unknown|needs_contract_medical_news_manual_check|pitcher_model_not_promoted_score_locked,False,False,False,False,False,locked_not_allowed,layer2_4_validation_sprint_research_only_no_candidate_release
LOCKED-TRANS-947913875B6E,foreign_pitcher,regular_foreign_pitcher,32.0,Right,SP/multi-inning pitcher candidate pool,non40man_org_candidate,True,40.0,55.4633300297324,51.29831516352824,75.0,100.0,0.0,100.0,57.440411298315155,above_average,research_proxy_needs_manual_review,diagnostic_neutral_review,needs_contract_medical_news_manual_check|pitcher_model_not_promoted_score_locked,False,False,False,False,False,locked_not_allowed,layer2_4_validation_sprint_research_only_no_candidate_release
LOCKED-TRANS-95163C730643,foreign_pitcher,regular_foreign_pitcher,27.0,Right,SP/multi-inning pitcher candidate pool,40man_not_active_medium_low_access,False,52.46913580246913,51.69215231639524,67.3402341885989,35.0,0.0,0.0,100.0,57.24883736698928,above_average,research_proxy_needs_manual_review,diagnostic_watch_locked,availability_gate_failed_or_unknown|needs_contract_medical_news_manual_check|pitcher_model_not_promoted_score_locked,False,False,False,False,False,locked_not_allowed,layer2_4_validation_sprint_research_only_no_candidate_release
LOCKED-TRANS-96A79FFA8744,foreign_pitcher,regular_foreign_pitcher,27.0,Right,SP/multi-inning pitcher candidate pool,40man_not_active_medium_low_access,False,57.818930041152264,71.6969831130093,43.366817979746074,35.0,0.0,0.0,100.0,57.86162928553452,above_average,research_proxy_needs_manual_review,diagnostic_watch_locked,availability_gate_failed_or_unknown|needs_contract_medical_news_manual_check|pitcher_model_not_promoted_score_locked,False,False,False,False,False,locked_not_allowed,layer2_4_validation_sprint_research_only_no_candidate_release
LOCKED-TRANS-98B994487EA6,foreign_pitcher,regular_foreign_pitcher,31.0,Right,SP/multi-inning pitcher candidate pool,40man_not_active_medium_low_access,False,40.534979423868315,79.57579317011098,49.84044831088108,35.0,0.0,0.0,100.0,56.26455419740851,above_average,research_proxy_needs_manual_review,diagnostic_neutral_review,availability_gate_failed_or_unknown|needs_contract_medical_news_manual_check|pitcher_model_not_promoted_score_locked,False,False,False,False,False,locked_not_allowed,layer2_4_validation_sprint_research_only_no_candidate_release
LOCKED-TRANS-A0BF49D6ACC6,foreign_pitcher,regular_foreign_pitcher,28.0,Right,SP/multi-inning pitcher candidate pool,non40man_org_candidate,True,58.23045267489712,40.46240726465922,53.429627182517834,75.0,100.0,0.0,100.0,59.692144414263396,above_average,research_proxy_needs_manual_review,risk_review_needed,damage_command_risk_review|walk_command_risk|volatile_stuff_profile|needs_contract_medical_news_manual_check|pitcher_model_not_promoted_score_locked,False,False,False,False,False,locked_not_allowed,layer2_4_validation_sprint_research_only_no_candidate_release
LOCKED-TRANS-A14CD85427E8,foreign_pitcher,regular_foreign_pitcher,30.0,Right,SP/multi-inning pitcher candidate pool,non40man_org_candidate,True,43.62139917695473,50.809611643357925,47.75569259381615,75.0,100.0,0.0,100.0,56.477745812379936,above_average,research_proxy_needs_manual_review,risk_review_needed,damage_command_risk_review|walk_command_risk|volatile_stuff_profile|needs_contract_medical_news_manual_check|pitcher_model_not_promoted_score_locked,False,False,False,False,False,locked_not_allowed,layer2_4_validation_sprint_research_only_no_candidate_release
LOCKED-TRANS-A8DE266D2AA8,foreign_pitcher,regular_foreign_pitcher,27.0,Left,SP/multi-inning pitcher candidate pool,40man_not_active_medium_low_access,False,46.2962962962963,88.6201290629553,39.91716526569516,35.0,0.0,0.0,100.0,57.7732124710515,above_average,research_proxy_needs_manual_review,risk_review_needed,availability_gate_failed_or_unknown|damage_command_risk_review|home_run_damage_risk|needs_contract_medical_news_manual_check|pitcher_model_not_promoted_score_locked,False,False,False,False,False,locked_not_allowed,layer2_4_validation_sprint_research_only_no_candidate_release
LOCKED-TRANS-B090B3C94441,foreign_pitcher,regular_foreign_pitcher,34.0,Right,SP/multi-inning pitcher candidate pool,non40man_org_candidate,True,46.70781893004115,48.20879063735027,50.138200638696176,75.0,100.0,0.0,100.0,57.34909349802396,above_average,research_proxy_needs_manual_review,risk_review_needed,damage_command_risk_review|walk_command_risk|needs_contract_medical_news_manual_check|pitcher_model_not_promoted_score_locked,False,False,False,False,False,locked_not_allowed,layer2_4_validation_sprint_research_only_no_candidate_release
