source_league,team_code,team_name,roster_no,player_name,normalized_player_name,position_group,position,born,throws,bats,nationality,nationality_source,asian_league_history_gate,asian_quota_nationality_gate,contract_status_gate,new_signing_cost_gate,availability_bucket,asian_quota_feasibility_bucket,club_control_risk_flag,candidate_release_policy,is_final_recommendation,shortlist_label_allowed,candidate_name_release_allowed
CPBL,AAA,DRAGONS,58,HSU Po Hung,hsu po hung,,Center-Fielder,2006/05/19,R,R,R.O.C.(TAIWAN),cpbl_official_player_page,pass_current_roster,pass,unknown_current_roster_under_club_control,unknown_needs_salary_or_buyout_check,active_asian_league_roster_low_access,nationality_pass_contract_unknown,True,feasibility_inventory_only_no_recommendation,False,False,False
CPBL,AAA,DRAGONS,2,KUO Tian Shin,kuo tian shin,,Center-Fielder,2000/04/15,R,L,R.O.C.(TAIWAN),cpbl_official_player_page,pass_current_roster,pass,unknown_current_roster_under_club_control,unknown_needs_salary_or_buyout_check,active_asian_league_roster_low_access,nationality_pass_contract_unknown,True,feasibility_inventory_only_no_recommendation,False,False,False
CPBL,AAA,DRAGONS,24,WANG Shun Ho,wang shun ho,,Center-Fielder,2001/10/26,R,R,R.O.C.(TAIWAN),cpbl_official_player_page,pass_current_roster,pass,unknown_current_roster_under_club_control,unknown_needs_salary_or_buyout_check,active_asian_league_roster_low_access,nationality_pass_contract_unknown,True,feasibility_inventory_only_no_recommendation,False,False,False
CPBL,AAA,DRAGONS,11,CHU Yu Hsien,chu yu hsien,,First-Base Man,1991/11/26,L,L,R.O.C.(TAIWAN),cpbl_official_player_page,pass_current_roster,pass,unknown_current_roster_under_club_control,unknown_needs_salary_or_buyout_check,active_asian_league_roster_low_access,nationality_pass_contract_unknown,True,feasibility_inventory_only_no_recommendation,False,False,False
CPBL,AAA,DRAGONS,4,Giljegiljaw．Kungkuan,giljegiljaw kungkuan,,First-Base Man,1994/03/13,R,R,R.O.C.(TAIWAN),cpbl_official_player_page,pass_current_roster,pass,unknown_current_roster_under_club_control,unknown_needs_salary_or_buyout_check,active_asian_league_roster_low_access,nationality_pass_contract_unknown,True,feasibility_inventory_only_no_recommendation,False,False,False
CPBL,AAA,DRAGONS,7,LIN Xiao Cheng,lin xiao cheng,,Left-Fielder,1999/11/30,R,L,R.O.C.(TAIWAN),cpbl_official_player_page,pass_current_roster,pass,unknown_current_roster_under_club_control,unknown_needs_salary_or_buyout_check,active_asian_league_roster_low_access,nationality_pass_contract_unknown,True,feasibility_inventory_only_no_recommendation,False,False,False
CPBL,AAA,DRAGONS,37,Andrew GAGNON,andrew gagnon,,Pitcher,1990/06/26,R,R,America,cpbl_official_player_page,pass_current_roster,fail,unknown_current_roster_under_club_control,unknown_needs_salary_or_buyout_check,active_asian_league_roster_low_access,nationality_fail_regular_foreign_only,True,feasibility_inventory_only_no_recommendation,False,False,False
CPBL,AAA,DRAGONS,52,Bryan WOODALL,bryan woodall,,Pitcher,1986/10/24,R,R,America,cpbl_official_player_page,pass_current_roster,fail,unknown_current_roster_under_club_control,unknown_needs_salary_or_buyout_check,active_asian_league_roster_low_access,nationality_fail_regular_foreign_only,True,feasibility_inventory_only_no_recommendation,False,False,False
CPBL,AAA,DRAGONS,59,CHEN Kuan Wei,chen kuan wei,,Pitcher,1996/10/28,R,R,R.O.C.(TAIWAN),cpbl_official_player_page,pass_current_roster,pass,unknown_current_roster_under_club_control,unknown_needs_salary_or_buyout_check,active_asian_league_roster_low_access,nationality_pass_contract_unknown,True,feasibility_inventory_only_no_recommendation,False,False,False
CPBL,AAA,DRAGONS,95,Cristopher MERCEDES,cristopher mercedes,,Pitcher,1994/03/08,L,L,Dominican Republic,cpbl_official_player_page,pass_current_roster,fail,unknown_current_roster_under_club_control,unknown_needs_salary_or_buyout_check,active_asian_league_roster_low_access,nationality_fail_regular_foreign_only,True,feasibility_inventory_only_no_recommendation,False,False,False
CPBL,AAA,DRAGONS,0,LI Chao,li chao,,Pitcher,1999/10/23,R,R,R.O.C.(TAIWAN),cpbl_official_player_page,pass_current_roster,pass,unknown_current_roster_under_club_control,unknown_needs_salary_or_buyout_check,active_asian_league_roster_low_access,nationality_pass_contract_unknown,True,feasibility_inventory_only_no_recommendation,False,False,False
CPBL,AAA,DRAGONS,99,LIN Kai Wei,lin kai wei,,Pitcher,1996/03/19,R,R,R.O.C.(TAIWAN),cpbl_official_player_page,pass_current_roster,pass,unknown_current_roster_under_club_control,unknown_needs_salary_or_buyout_check,active_asian_league_roster_low_access,nationality_pass_contract_unknown,True,feasibility_inventory_only_no_recommendation,False,False,False
CPBL,AAA,DRAGONS,71,LIN Tzu Yu,lin tzu yu,,Pitcher,1993/09/19,R,R,R.O.C.(TAIWAN),cpbl_official_player_page,pass_current_roster,pass,unknown_current_roster_under_club_control,unknown_needs_salary_or_buyout_check,active_asian_league_roster_low_access,nationality_pass_contract_unknown,True,feasibility_inventory_only_no_recommendation,False,False,False
CPBL,AAA,DRAGONS,39,LU Wei Cheng,lu wei cheng,,Pitcher,1999/07/10,R,R,R.O.C.(TAIWAN),cpbl_official_player_page,pass_current_roster,pass,unknown_current_roster_under_club_control,unknown_needs_salary_or_buyout_check,active_asian_league_roster_low_access,nationality_pass_contract_unknown,True,feasibility_inventory_only_no_recommendation,False,False,False
CPBL,AAA,DRAGONS,10,Marcelo MARTINEZ,marcelo martinez,,Pitcher,1996/08/10,L,L,Mexico,cpbl_official_player_page,pass_current_roster,fail,unknown_current_roster_under_club_control,unknown_needs_salary_or_buyout_check,active_asian_league_roster_low_access,nationality_fail_regular_foreign_only,True,feasibility_inventory_only_no_recommendation,False,False,False
CPBL,AAA,DRAGONS,54,WANG Bo Yang,wang bo yang,,Pitcher,2000/02/17,L,L,R.O.C.(TAIWAN),cpbl_official_player_page,pass_current_roster,pass,unknown_current_roster_under_club_control,unknown_needs_salary_or_buyout_check,active_asian_league_roster_low_access,nationality_pass_contract_unknown,True,feasibility_inventory_only_no_recommendation,False,False,False
CPBL,AAA,DRAGONS,74,ZHANG Jun Shou,zhang jun shou,,Pitcher,2002/10/15,R,R,R.O.C.(TAIWAN),cpbl_official_player_page,pass_current_roster,pass,unknown_current_roster_under_club_control,unknown_needs_salary_or_buyout_check,active_asian_league_roster_low_access,nationality_pass_contract_unknown,True,feasibility_inventory_only_no_recommendation,False,False,False
CPBL,AAA,DRAGONS,42,ZHAO Jing Long,zhao jing long,,Pitcher,1998/06/12,R,L,R.O.C.(TAIWAN),cpbl_official_player_page,pass_current_roster,pass,unknown_current_roster_under_club_control,unknown_needs_salary_or_buyout_check,active_asian_league_roster_low_access,nationality_pass_contract_unknown,True,feasibility_inventory_only_no_recommendation,False,False,False
CPBL,AAA,DRAGONS,81,CHANG You Jia,chang you jia,,Right-Fielder,2003/05/24,L,L,R.O.C.(TAIWAN),cpbl_official_player_page,pass_current_roster,pass,unknown_current_roster_under_club_control,unknown_needs_salary_or_buyout_check,active_asian_league_roster_low_access,nationality_pass_contract_unknown,True,feasibility_inventory_only_no_recommendation,False,False,False
CPBL,AAA,DRAGONS,1,CHEN Tzu Hao,chen tzu hao,,Right-Fielder,1995/07/29,L,L,R.O.C.(TAIWAN),cpbl_official_player_page,pass_current_roster,pass,unknown_current_roster_under_club_control,unknown_needs_salary_or_buyout_check,active_asian_league_roster_low_access,nationality_pass_contract_unknown,True,feasibility_inventory_only_no_recommendation,False,False,False
CPBL,AAA,DRAGONS,21,LI Kai Wei,li kai wei,,Second-Base Man,1997/09/11,R,L,R.O.C.(TAIWAN),cpbl_official_player_page,pass_current_roster,pass,unknown_current_roster_under_club_control,unknown_needs_salary_or_buyout_check,active_asian_league_roster_low_access,nationality_pass_contract_unknown,True,feasibility_inventory_only_no_recommendation,False,False,False
CPBL,AAA,DRAGONS,25,CHANG Cheng Yu,chang cheng yu,,Shortstop,2000/06/08,R,L,R.O.C.(TAIWAN),cpbl_official_player_page,pass_current_roster,pass,unknown_current_roster_under_club_control,unknown_needs_salary_or_buyout_check,active_asian_league_roster_low_access,nationality_pass_contract_unknown,True,feasibility_inventory_only_no_recommendation,False,False,False
CPBL,AAA,DRAGONS,57,CHU Hsiang Lin（Namoh．Iyang）,chu hsiang lin namoh iyang,,Shortstop,1998/09/21,R,R,R.O.C.(TAIWAN),cpbl_official_player_page,pass_current_roster,pass,unknown_current_roster_under_club_control,unknown_needs_salary_or_buyout_check,active_asian_league_roster_low_access,nationality_pass_contract_unknown,True,feasibility_inventory_only_no_recommendation,False,False,False
CPBL,AAA,DRAGONS,23,LIU Jun Wei,liu jun wei,,Shortstop,2004/09/17,R,R,R.O.C.(TAIWAN),cpbl_official_player_page,pass_current_roster,pass,unknown_current_roster_under_club_control,unknown_needs_salary_or_buyout_check,active_asian_league_roster_low_access,nationality_pass_contract_unknown,True,feasibility_inventory_only_no_recommendation,False,False,False
CPBL,AAA,DRAGONS,44,CHEN Si Chung（John Peter CLARK）,chen si chung john peter clark,,Third-Base Man,2000/10/18,R,R,R.O.C.(TAIWAN),cpbl_official_player_page,pass_current_roster,pass,unknown_current_roster_under_club_control,unknown_needs_salary_or_buyout_check,active_asian_league_roster_low_access,nationality_pass_contract_unknown,True,feasibility_inventory_only_no_recommendation,False,False,False
CPBL,AAA,DRAGONS,46,LIU Ji Hong,liu ji hong,,Third-Base Man,2000/11/03,R,R,R.O.C.(TAIWAN),cpbl_official_player_page,pass_current_roster,pass,unknown_current_roster_under_club_control,unknown_needs_salary_or_buyout_check,active_asian_league_roster_low_access,nationality_pass_contract_unknown,True,feasibility_inventory_only_no_recommendation,False,False,False
CPBL,AEO,Guardians,74,CHANG Yu Hao,chang yu hao,,Catcher,2007/03/17,R,R,R.O.C.(TAIWAN),cpbl_official_player_page,pass_current_roster,pass,unknown_current_roster_under_club_control,unknown_needs_salary_or_buyout_check,active_asian_league_roster_low_access,nationality_pass_contract_unknown,True,feasibility_inventory_only_no_recommendation,False,False,False
CPBL,AEO,Guardians,95,DAI Pei Feng,dai pei feng,,Catcher,2000/01/07,R,L,R.O.C.(TAIWAN),cpbl_official_player_page,pass_current_roster,pass,unknown_current_roster_under_club_control,unknown_needs_salary_or_buyout_check,active_asian_league_roster_low_access,nationality_pass_contract_unknown,True,feasibility_inventory_only_no_recommendation,False,False,False
CPBL,AEO,Guardians,31,LIN Dai An,lin dai an,,Catcher,1992/06/23,R,R,R.O.C.(TAIWAN),cpbl_official_player_page,pass_current_roster,pass,unknown_current_roster_under_club_control,unknown_needs_salary_or_buyout_check,active_asian_league_roster_low_access,nationality_pass_contract_unknown,True,feasibility_inventory_only_no_recommendation,False,False,False
CPBL,AEO,Guardians,77,CHOU Chia Le,chou chia le,,Center-Fielder,1999/12/02,R,L,R.O.C.(TAIWAN),cpbl_official_player_page,pass_current_roster,pass,unknown_current_roster_under_club_control,unknown_needs_salary_or_buyout_check,active_asian_league_roster_low_access,nationality_pass_contract_unknown,True,feasibility_inventory_only_no_recommendation,False,False,False
CPBL,AEO,Guardians,29,SHEN Hao Wei,shen hao wei,,Center-Fielder,1997/09/12,R,R,R.O.C.(TAIWAN),cpbl_official_player_page,pass_current_roster,pass,unknown_current_roster_under_club_control,unknown_needs_salary_or_buyout_check,active_asian_league_roster_low_access,nationality_pass_contract_unknown,True,feasibility_inventory_only_no_recommendation,False,False,False
CPBL,AEO,Guardians,46,FAN  Kuo Chen,fan kuo chen,,First-Base Man,1994/11/25,R,R,R.O.C.(TAIWAN),cpbl_official_player_page,pass_current_roster,pass,unknown_current_roster_under_club_control,unknown_needs_salary_or_buyout_check,active_asian_league_roster_low_access,nationality_pass_contract_unknown,True,feasibility_inventory_only_no_recommendation,False,False,False
CPBL,AEO,Guardians,14,WANG Yi Cheng,wang yi cheng,,First-Base Man,2003/05/01,R,L,R.O.C.(TAIWAN),cpbl_official_player_page,pass_current_roster,pass,unknown_current_roster_under_club_control,unknown_needs_salary_or_buyout_check,active_asian_league_roster_low_access,nationality_pass_contract_unknown,True,feasibility_inventory_only_no_recommendation,False,False,False
CPBL,AEO,Guardians,90,ABE Yudai,abe yudai,,Pitcher,2000/07/28,L,L,Japan,cpbl_official_player_page,pass_current_roster,pass,unknown_current_roster_under_club_control,unknown_needs_salary_or_buyout_check,active_asian_league_roster_low_access,nationality_pass_contract_unknown,True,feasibility_inventory_only_no_recommendation,False,False,False
CPBL,AEO,Guardians,19,CHANG Yi,chang yi,,Pitcher,1994/02/26,R,R,R.O.C.(TAIWAN),cpbl_official_player_page,pass_current_roster,pass,unknown_current_roster_under_club_control,unknown_needs_salary_or_buyout_check,active_asian_league_roster_low_access,nationality_pass_contract_unknown,True,feasibility_inventory_only_no_recommendation,False,False,False
CPBL,AEO,Guardians,10,CHEN Ping Hong,chen ping hong,,Pitcher,2005/01/13,L,R,R.O.C.(TAIWAN),cpbl_official_player_page,pass_current_roster,pass,unknown_current_roster_under_club_control,unknown_needs_salary_or_buyout_check,active_asian_league_roster_low_access,nationality_pass_contract_unknown,True,feasibility_inventory_only_no_recommendation,False,False,False
CPBL,AEO,Guardians,12,CHIANG Kuo Hao,chiang kuo hao,,Pitcher,1997/12/29,R,R,R.O.C.(TAIWAN),cpbl_official_player_page,pass_current_roster,pass,unknown_current_roster_under_club_control,unknown_needs_salary_or_buyout_check,active_asian_league_roster_low_access,nationality_pass_contract_unknown,True,feasibility_inventory_only_no_recommendation,False,False,False
CPBL,AEO,Guardians,32,LAI  Hung Cheng,lai hung cheng,,Pitcher,1988/04/26,L,L,R.O.C.(TAIWAN),cpbl_official_player_page,pass_current_roster,pass,unknown_current_roster_under_club_control,unknown_needs_salary_or_buyout_check,active_asian_league_roster_low_access,nationality_pass_contract_unknown,True,feasibility_inventory_only_no_recommendation,False,False,False
CPBL,AEO,Guardians,17,LEE Chien Hsun,lee chien hsun,,Pitcher,1996/09/08,R,R,R.O.C.(TAIWAN),cpbl_official_player_page,pass_current_roster,pass,unknown_current_roster_under_club_control,unknown_needs_salary_or_buyout_check,active_asian_league_roster_low_access,nationality_pass_contract_unknown,True,feasibility_inventory_only_no_recommendation,False,False,False
CPBL,AEO,Guardians,66,LI Tung Ming,li tung ming,,Pitcher,1999/12/29,R,L,R.O.C.(TAIWAN),cpbl_official_player_page,pass_current_roster,pass,unknown_current_roster_under_club_control,unknown_needs_salary_or_buyout_check,active_asian_league_roster_low_access,nationality_pass_contract_unknown,True,feasibility_inventory_only_no_recommendation,False,False,False
CPBL,AEO,Guardians,13,LIAO Jen Lei,liao jen lei,,Pitcher,1993/08/30,R,R,R.O.C.(TAIWAN),cpbl_official_player_page,pass_current_roster,pass,unknown_current_roster_under_club_control,unknown_needs_salary_or_buyout_check,active_asian_league_roster_low_access,nationality_pass_contract_unknown,True,feasibility_inventory_only_no_recommendation,False,False,False
CPBL,AEO,Guardians,94,LIN Zhen Cheng,lin zhen cheng,,Pitcher,2000/06/07,R,R,R.O.C.(TAIWAN),cpbl_official_player_page,pass_current_roster,pass,unknown_current_roster_under_club_control,unknown_needs_salary_or_buyout_check,active_asian_league_roster_low_access,nationality_pass_contract_unknown,True,feasibility_inventory_only_no_recommendation,False,False,False
CPBL,AEO,Guardians,69,SUZUKI Shunsuke,suzuki shunsuke,,Pitcher,1998/06/12,R,R,Japan,cpbl_official_player_page,pass_current_roster,pass,unknown_current_roster_under_club_control,unknown_needs_salary_or_buyout_check,active_asian_league_roster_low_access,nationality_pass_contract_unknown,True,feasibility_inventory_only_no_recommendation,False,False,False
CPBL,AEO,Guardians,44,Shawn MORIMANDO,shawn morimando,,Pitcher,1992/11/20,L,L,America,cpbl_official_player_page,pass_current_roster,fail,unknown_current_roster_under_club_control,unknown_needs_salary_or_buyout_check,active_asian_league_roster_low_access,nationality_fail_regular_foreign_only,True,feasibility_inventory_only_no_recommendation,False,False,False
CPBL,AEO,Guardians,60,TSENG Jyun Yue,tseng jyun yue,,Pitcher,2001/11/07,R,R,R.O.C.(TAIWAN),cpbl_official_player_page,pass_current_roster,pass,unknown_current_roster_under_club_control,unknown_needs_salary_or_buyout_check,active_asian_league_roster_low_access,nationality_pass_contract_unknown,True,feasibility_inventory_only_no_recommendation,False,False,False
CPBL,AEO,Guardians,34,WANG  Hao Yuan,wang hao yuan,,Pitcher,1995/09/18,R,R,R.O.C.(TAIWAN),cpbl_official_player_page,pass_current_roster,pass,unknown_current_roster_under_club_control,unknown_needs_salary_or_buyout_check,active_asian_league_roster_low_access,nationality_pass_contract_unknown,True,feasibility_inventory_only_no_recommendation,False,False,False
CPBL,AEO,Guardians,0,TUNG Yu Cheng,tung yu cheng,,Right-Fielder,1999/11/01,R,L,R.O.C.(TAIWAN),cpbl_official_player_page,pass_current_roster,pass,unknown_current_roster_under_club_control,unknown_needs_salary_or_buyout_check,active_asian_league_roster_low_access,nationality_pass_contract_unknown,True,feasibility_inventory_only_no_recommendation,False,False,False
