slot,player_id,player_name,recent_years,latest_game_year,recent_pa,recent_pitches,recent_games,recent_start_proxy_games,recent_games_80plus_pitches,latest_pa,latest_pitches,latest_start_proxy_games,current_2026_pa,current_2026_pitches,recent_starter_stabilizer_score,latest_starter_stabilizer_score,recent_bb_hbp_pct,latest_bb_hbp_pct,recent_k_pct,latest_k_pct,recent_hr_pct,latest_hr_pct,recent_woba_allowed,latest_woba_allowed,recent_xwoba_allowed_bbe,latest_xwoba_allowed_bbe,recent_whiff_per_swing,latest_whiff_per_swing,recent_chase_rate,latest_chase_rate,recent_zone_rate,latest_zone_rate,recent_first_pitch_nonball_rate,latest_first_pitch_nonball_rate,recent_three_ball_pitch_rate,latest_three_ball_pitch_rate,recent_hardhit_rate,latest_hardhit_rate,recent_barrel_rate,latest_barrel_rate,recent_early_1_3_woba_allowed,latest_early_1_3_woba_allowed,recent_risp_woba_allowed,latest_risp_woba_allowed,recent_third_time_woba_allowed,latest_third_time_woba_allowed,workload_process_score,damage_control_score,recency_sample_score,performance_fit_score,roster_evaluation_date,roster_team,roster_team_name,roster_player_name,primary_position,primary_position_type,primary_position_abbrev,status_code,status_description,roster_note,is_40man,is_active,is_full_roster,age,bat_side,pitch_hand,mlb_debut_date,birth_country,height,weight,in_current_mlb_org,dfa_or_designated_flag,injury_flag,restricted_or_development_flag,market_access_bucket,market_access_score,age_fit_score,role_gate_pass,role_fit_score,age_gate_pass,sample_gate_pass,availability_gate_pass,economic_proxy_gate_pass,first_pass_gate_pass,final_priority_score,gate_fail_reason
regular_foreign_pitcher,668964,"Myers, Tobias",2025 | 2026,2026,354,1290,42,8,2,134,464,2,134,464,57.13536065264386,,0.06779661016949147,0.0522388059701492,0.18079096045197737,0.1940298507462686,0.031073446327683572,0.044776119402985,0.3213923750377366,0.3076335877862595,0.3536665052069499,0.3425454545454545,0.17632046245590186,0.1694214876033057,0.2760869375169556,0.2824074074074074,0.541389711636569,0.5258620689655172,0.6186440677966102,0.6417910447761194,0.07870903341574173,0.0668103448275862,0.4452730696798493,0.44,0.06792843691148771,0.07,0.3369562640749081,0.2681818181818182,0.2967012939675597,0.3032258064516129,0.735,,73.30690452593326,57.80541587876799,76.06541129831517,56.570096676625674,2026-06-12,NYM,New York Mets,Tobias Myers,Pitcher,Pitcher,P,RM,Reassigned to Minors,,True,False,True,27.0,Right,Right,2024-04-23,USA,"6' 1""",223.0,True,False,False,False,40man_not_active_medium_low_access,35.0,100,True,100,True,True,False,False,False,59.86355317214412,"availability,economic_proxy"
regular_foreign_pitcher,657756,"Seabold, Connor",2025 | 2026,2026,134,530,23,0,0,86,345,0,86,345,,,0.09701492537313433,0.0813953488372093,0.1865671641791045,0.1744186046511628,0.022388059701492477,0.0232558139534883,0.3380597014925373,0.3354651162790698,0.3203720263197682,0.2984375,0.18245598355527748,0.1796407185628742,0.2881233779390057,0.3241758241758242,0.4968494776411713,0.472463768115942,0.5956580732700135,0.5909090909090909,0.08694015235222238,0.081159420289855,0.3773320895522388,0.34375,0.08605410447761194,0.046875,,,0.38867803837953085,0.3614285714285714,,,35.777998017839444,54.06989446717781,65.46085232903866,40.859439549845526,2026-06-12,TOR,Toronto Blue Jays,Connor Seabold,Pitcher,Pitcher,P,DES,Designated for Assignment,,False,False,True,30.0,Right,Right,2021-09-11,USA,"6' 2""",190.0,True,True,False,False,dfa_designated_high_signal,95.0,100,False,35,True,False,True,True,False,59.722691752415045,"sample,role"
regular_foreign_pitcher,675989,"Bolton, Cody",2025 | 2026,2026,105,431,9,3,0,95,391,3,95,391,,,0.1428571428571428,0.1578947368421052,0.219047619047619,0.231578947368421,0.028571428571428522,0.031578947368421,0.3744984802431611,0.3723404255319149,0.44019408369408375,0.4418245614035088,0.1538416593631317,0.1595092024539877,0.23669467787114845,0.2352941176470588,0.48985507246376814,0.4782608695652174,0.5189484126984126,0.5104166666666666,0.08799780781877962,0.0946291560102301,0.47910965152344465,0.4827586206896552,0.104178069695311,0.1034482758620689,0.371875,0.371875,0.37199546485260765,0.3357142857142857,,,47.836141394119586,30.675312778044635,68.48364717542121,37.58442591995828,2026-06-12,HOU,Houston Astros,Cody Bolton,Pitcher,Pitcher,P,A,Active,,False,False,True,27.0,Right,Right,2023-04-29,USA,"6' 2""",210.0,True,False,False,False,non40man_org_candidate,75.0,100,True,100,True,False,True,True,False,59.421434255977054,sample
regular_foreign_pitcher,663465,"Allard, Kolby",2025 | 2026,2026,311,1193,37,2,0,45,181,0,45,181,,,0.0610932475884244,0.0888888888888888,0.16398713826366554,0.2,0.022508038585208993,0.0444444444444444,0.3328877633620399,0.4738636363636364,0.34147070965367515,0.46334375,0.158832276349402,0.1304347826086956,0.273499812085021,0.3452380952380952,0.5476373725101416,0.5138121546961326,0.637800016859954,0.6,0.06710987223857834,0.0607734806629834,0.370231657410114,0.4375,0.07171696872259571,0.15625,0.0473684210526315,,0.35300240160213187,0.6615384615384615,0.25,,56.02907168814007,64.34553233576744,54.16253716551041,49.15195753555424,2026-06-12,CLE,Cleveland Guardians,Kolby Allard,Pitcher,Pitcher,P,A,Active,,False,False,True,28.0,Left,Left,2018-07-31,USA,"6' 1""",195.0,True,False,False,False,non40man_org_candidate,75.0,100,False,35,True,True,True,True,False,59.283576644554834,role
regular_foreign_pitcher,661563,"Gil, Luis",2025 | 2026,2026,329,1307,15,15,13,85,337,4,85,337,63.48057751292698,,0.14589665653495434,0.1647058823529411,0.15197568389057747,0.1058823529411764,0.03343465045592702,0.0705882352941176,0.3341945288753799,0.3641176470588235,0.35772638181224875,0.3681290322580645,0.18166939443535185,0.1384615384615384,0.20784544629927273,0.2303664921465968,0.505687895345292,0.4332344213649852,0.5830619602050193,0.5930232558139535,0.08875718396482424,0.0949554896142433,0.43681072108821434,0.4677419354838709,0.08644019514617685,0.0967741935483871,0.3091827032742146,0.3754716981132075,0.21931283151558492,0.1333333333333333,0.48138323286334384,0.4653846153846154,79.53419226957384,46.32789556567579,64.61843409316155,55.41297059868935,2026-06-12,NYY,New York Yankees,Luis Gil,Pitcher,Pitcher,P,RM,Reassigned to Minors,,True,False,True,28.0,Right,Right,2021-08-03,Dominican Republic,"6' 3""",215.0,True,False,False,False,40man_not_active_medium_low_access,35.0,100,True,100,True,True,False,False,False,59.22713382927914,"availability,economic_proxy"
regular_foreign_pitcher,681343,"Smith, Shane",2025 | 2026,2026,665,2648,32,32,21,49,225,3,49,225,57.11330585123941,,0.12030075187969923,0.2040816326530612,0.23458646616541354,0.2244897959183673,0.02706766917293224,0.0204081632653061,0.32318994206828544,0.4653061224489796,0.3542069169145436,0.3314814814814814,0.2492324561403509,0.2395833333333333,0.25583487838027835,0.304,0.5282108835163987,0.4444444444444444,0.5969924812030075,0.5102040816326531,0.0916384260968834,0.1022222222222222,0.44815304593141136,0.3333333333333333,0.06284051838138059,0.0,0.33456060241929025,0.4711111111111111,0.384093567251462,0.4555555555555555,0.35873882820258196,0.35,89.87446316484967,40.89355311399855,56.83845391476709,54.0751372718678,2026-06-12,CWS,Chicago White Sox,Shane Smith,Pitcher,Pitcher,P,RM,Reassigned to Minors,,True,False,True,26.0,Right,Right,2025-04-01,USA,"6' 3""",240.0,True,False,False,False,40man_not_active_medium_low_access,35.0,100,True,100,True,True,False,False,False,58.49132549952729,"availability,economic_proxy"
regular_foreign_pitcher,477132,"Kershaw, Clayton",2025,2025,463,1772,23,22,14,463,1772,22,0,0,69.76899711492958,69.76899711492958,0.07991360691144699,0.079913606911447,0.18142548596112312,0.1814254859611231,0.0172786177105831,0.0172786177105831,0.302819956616052,0.302819956616052,0.3355872299623543,0.3355872299623543,0.2281795511221945,0.2281795511221945,0.2494199535962877,0.2494199535962877,0.5124153498871332,0.5124153498871332,0.6112311015118791,0.6112311015118791,0.0778781038374717,0.0778781038374717,0.4210526315789473,0.4210526315789473,0.0409356725146198,0.0409356725146198,0.3283882783882784,0.3283882783882784,0.3048076923076923,0.3048076923076923,0.2733766233766234,0.2733766233766234,84.86950776346218,66.73413714200012,16.50148662041625,57.40584633265,,,,,,,,,,,False,False,,,,,,,,,False,False,False,False,unknown_not_in_current_mlb_org,45.0,55,True,100,False,True,False,True,False,58.32321548295751,"availability,age"
regular_foreign_pitcher,682445,"Gonzalez, Domingo",2026,2026,24,90,4,0,0,24,90,0,24,90,,,0.125,0.125,0.2083333333333333,0.2083333333333333,0.0,0.0,0.2895833333333333,0.2895833333333333,0.50125,0.50125,0.1914893617021276,0.1914893617021276,0.225,0.225,0.5555555555555556,0.5555555555555556,0.6666666666666666,0.6666666666666666,0.10000000000000002,0.1,0.5,0.5,0.125,0.125,,,0.0,0.0,,,26.412289395441032,62.752862276322915,46.72943508424182,37.50995640462829,2026-06-12,SEA,Seattle Mariners,Domingo Gonzalez,Pitcher,Pitcher,P,DES,Designated for Assignment,,False,False,True,26.0,Right,Right,2026-05-12,Dominican Republic,"6' 0""",185.0,True,True,False,False,dfa_designated_high_signal,95.0,100,False,35,True,False,True,True,False,57.880476022545565,"sample,role"
regular_foreign_pitcher,543294,"Hendricks, Kyle",2025,2025,695,2583,31,31,20,695,2583,31,0,0,70.09929145997702,70.09929145997702,0.0690647482014388,0.0690647482014388,0.1640287769784172,0.1640287769784172,0.0359712230215827,0.0359712230215827,0.3373730043541364,0.3373730043541364,0.3408018154265586,0.3408018154265586,0.1676113360323886,0.1676113360323886,0.3169398907103825,0.3169398907103825,0.500193573364305,0.500193573364305,0.6575539568345323,0.6575539568345323,0.0669763840495547,0.0669763840495547,0.3433395872420263,0.3433395872420263,0.0825515947467167,0.0825515947467167,0.3201846965699208,0.3201846965699208,0.3544827586206896,0.3544827586206896,0.3529197080291971,0.3529197080291971,89.26329699372316,58.611433701998976,16.50148662041625,56.556191366476824,,,,,,,,,,,False,False,,,,,,,,,False,False,False,False,unknown_not_in_current_mlb_org,45.0,55,True,100,False,True,False,True,False,57.855905251562255,"availability,age"
regular_foreign_pitcher,606996,"Hart, Kyle",2025 | 2026,2026,247,951,32,6,2,68,259,0,68,259,58.29675142224229,,0.09311740890688255,0.1176470588235294,0.19028340080971654,0.1470588235294117,0.036437246963562715,0.0,0.30922714363405646,0.2791044776119403,0.3273873044335806,0.2978367346938775,0.1871901629561499,0.1637931034482758,0.2584137353874195,0.2727272727272727,0.5067678705494342,0.4903474903474903,0.6382863012870869,0.6567164179104478,0.059960086123761136,0.0656370656370656,0.35689247346106034,0.26,0.06807485096751566,0.04,0.38012989203778685,0.4166666666666667,0.3956046410920863,0.4052631578947368,0.4666666666666667,,69.19392137429799,54.56954890646756,58.27552031714569,52.79949546539517,2026-06-12,SD,San Diego Padres,Kyle Hart,Pitcher,Pitcher,P,RM,Reassigned to Minors,,True,False,True,33.0,Left,Left,2020-08-13,USA,"6' 5""",200.0,True,False,False,False,40man_not_active_medium_low_access,35.0,100,True,100,True,True,False,False,False,57.78972250596735,"availability,economic_proxy"
regular_foreign_pitcher,676467,"Gordon, Colton",2025 | 2026,2026,429,1666,24,15,12,50,207,1,50,207,55.20261967736344,,0.05827505827505818,0.08,0.19347319347319336,0.22,0.06293706293706285,0.12,0.4018085746695372,0.5928571428571429,0.40620141111878344,0.5134571428571428,0.1646719021145413,0.1616161616161616,0.28125503667299334,0.3245614035087719,0.5369893808967624,0.4251207729468599,0.62813656931304,0.5294117647058824,0.08193652294734034,0.1159420289855072,0.41618965829492144,0.4857142857142857,0.1156142103510524,0.1142857142857142,0.38765366238804394,0.4846153846153846,0.3290777972027972,0.45,0.41559113401218667,0.7,82.49091509745622,44.442005589773835,56.095143706640236,52.5457780544784,2026-06-12,HOU,Houston Astros,Colton Gordon,Pitcher,Pitcher,P,RM,Reassigned to Minors,,True,False,True,27.0,Left,Left,2025-05-14,USA,"6' 4""",225.0,True,False,False,False,40man_not_active_medium_low_access,35.0,100,True,100,True,True,False,False,False,57.65017792996312,"availability,economic_proxy"
regular_foreign_pitcher,686701,"Bergert, Ryan",2025,2025,323,1316,19,15,12,323,1316,15,0,0,60.36265707154175,60.36265707154175,0.11145510835913311,0.1114551083591331,0.2260061919504644,0.2260061919504644,0.0247678018575851,0.0247678018575851,0.30234375,0.30234375,0.3715293786474772,0.3715293786474772,0.20325203252032523,0.2032520325203252,0.25,0.25,0.513677811550152,0.513677811550152,0.6037151702786377,0.6037151702786377,0.1177811550151975,0.1177811550151975,0.3644859813084112,0.3644859813084112,0.0700934579439252,0.0700934579439252,0.2876404494382023,0.2876404494382023,0.3419642857142856,0.3419642857142856,0.4171052631578947,0.4171052631578947,79.33597621407334,60.43621719453345,16.50148662041625,52.09639844758916,2026-06-12,KC,Kansas City Royals,Ryan Bergert,Pitcher,Pitcher,P,RM,Reassigned to Minors,,True,False,True,26.0,Right,Right,2025-04-26,USA,"6' 1""",210.0,True,False,False,False,40man_not_active_medium_low_access,35.0,100,True,100,True,True,False,False,False,57.40301914617404,"availability,economic_proxy"
regular_foreign_pitcher,664744,"Espada, Jose",2025 | 2026,2026,13,45,2,0,0,4,15,0,4,15,,,0.0,0.0,0.3076923076923077,0.0,0.0,0.0,0.2076923076923077,0.45,0.133076923076923,0.34025,0.28829993535875886,0.1428571428571428,0.3538461538461538,0.4,0.49487179487179483,0.3333333333333333,0.6923076923076923,0.75,0.08974358974358973,0.0666666666666666,0.29230769230769227,0.5,0.0,0.0,,,0.0,0.0,,,24.083250743310206,95.7459247143804,34.39048562933598,45.6748060907862,2026-06-12,BAL,Baltimore Orioles,Jose Espada,Pitcher,Pitcher,P,A,Active,,False,False,True,29.0,Right,Right,2023-09-24,Puerto Rico,"6' 0""",185.0,True,False,False,False,non40man_org_candidate,75.0,100,False,35,True,False,True,True,False,57.37114334993241,"sample,role"
regular_foreign_pitcher,592836,"Walker, Taijuan",2025 | 2026,2026,653,2486,39,25,18,115,424,4,115,424,53.43821667674177,,0.08882082695252673,0.1043478260869565,0.15773353751914237,0.1478260869565217,0.044410413476263365,0.0695652173913043,0.3712498601535724,0.4802631578947368,0.37517610117145267,0.4522823529411765,0.16143589048012852,0.1361256544502617,0.2585675599864025,0.2643171806167401,0.49696615262329646,0.4646226415094339,0.6118720385924064,0.6120689655172413,0.09639951976744274,0.0754716981132075,0.4059901176737497,0.3647058823529411,0.08381960917768495,0.1294117647058823,0.40576314493330395,0.5201298701298701,0.36106323461080353,0.4328125,0.3102488041895903,0.286,87.41328047571854,41.99624646078949,71.25867195242814,54.61926989736597,,,,,,,,,,,False,False,,,,,,,,,False,False,False,False,unknown_not_in_current_mlb_org,45.0,55,True,100,False,True,False,True,False,56.79059844355129,"availability,age"
regular_foreign_pitcher,676664,"Sears, JP",2025,2025,583,2366,27,27,23,583,2366,27,0,0,59.11356951232085,59.11356951232086,0.072041166380789,0.072041166380789,0.2006861063464837,0.2006861063464837,0.0514579759862778,0.0514579759862778,0.3612068965517241,0.3612068965517241,0.36961392042008,0.36961392042008,0.1851520572450805,0.1851520572450805,0.2524186455584872,0.2524186455584872,0.5194420963651732,0.5194420963651732,0.6177474402730375,0.6177474402730375,0.0857988165680473,0.0857988165680473,0.3938679245283019,0.3938679245283019,0.0943396226415094,0.0943396226415094,0.3336795252225519,0.3336795252225519,0.3488,0.3488,0.3814432989690721,0.3814432989690721,88.45391476709614,47.85047050978819,16.50148662041625,50.91717452485332,2026-06-12,SD,San Diego Padres,JP Sears,Pitcher,Pitcher,P,RM,Reassigned to Minors,,True,False,True,30.0,Right,Left,2022-04-13,USA,"5' 11""",180.0,True,False,False,False,40man_not_active_medium_low_access,35.0,100,True,100,True,True,False,False,False,56.75444598866933,"availability,economic_proxy"
