slot,player_id,player_name,roster_team,age,pitch_hand,birth_country,market_access_bucket,market_access_score,availability_gate_pass,first_pass_gate_pass,final_priority_score,recent_starter_stabilizer_score,recent_woba_allowed,recent_three_ball_pitch_rate,milb_role_continuity_bucket,milb_role_context_score,milb_2026_ip,milb_2026_games_started,milb_2026_k9,milb_2026_bb9,milb_2026_hr9,pitcher_milb_damage_command_diagnostic_score,pitcher_milb_diagnostic_tags,pitcher_milb_diagnostic_status,pitcher_score_use_allowed,pitcher_diagnostic_use_allowed,candidate_release_policy,is_final_recommendation,shortlist_label_allowed,candidate_name_release_allowed
regular_foreign_pitcher,668964,"Myers, Tobias",NYM,27.0,Right,USA,40man_not_active_medium_low_access,35.0,False,False,59.86355317214412,57.13536065264386,0.3213923750377366,0.0787090334157417,recent_2025_2026_track_noncurrent,49.983,6.0,1.0,6.0,1.5,0.0,60.775,neutral_milb_diagnostic,neutral_diagnostic_review,False,True,diagnostic_tags_only_no_recommendation,False,False,False
regular_foreign_pitcher,657756,"Seabold, Connor",TOR,30.0,Right,USA,dfa_designated_high_signal,95.0,True,False,59.722691752415045,,0.3380597014925373,0.0869401523522223,recent_2025_2026_track_noncurrent,47.161,2.0,0.0,9.0,4.5,0.0,54.739,walk_command_risk|bat_missing_upside|volatile_stuff_profile,risk_diagnostic_review_needed,False,True,diagnostic_tags_only_no_recommendation,False,False,False
regular_foreign_pitcher,675989,"Bolton, Cody",HOU,27.0,Right,USA,non40man_org_candidate,75.0,True,False,59.421434255977054,,0.3744984802431611,0.0879978078187796,recent_2025_2026_track_noncurrent,55.082,7.0,1.0,9.0,1.2857142857142856,2.571428571428571,49.364,home_run_damage_risk|bat_missing_upside,risk_diagnostic_review_needed,False,True,diagnostic_tags_only_no_recommendation,False,False,False
regular_foreign_pitcher,663465,"Allard, Kolby",CLE,28.0,Left,USA,non40man_org_candidate,75.0,True,False,59.283576644554834,,0.3328877633620399,0.0671098722385783,current_aaa_starter_load,78.803,25.333333333333332,4.0,7.460526315789474,3.1973684210526314,0.3552631578947369,59.034,current_aaa_starter_track|damage_command_watch,positive_diagnostic_watch_not_score,False,True,diagnostic_tags_only_no_recommendation,False,False,False
regular_foreign_pitcher,661563,"Gil, Luis",NYY,28.0,Right,Dominican Republic,40man_not_active_medium_low_access,35.0,False,False,59.22713382927914,63.48057751292698,0.3341945288753799,0.0887571839648242,recent_2025_2026_track_noncurrent,47.1,4.666666666666667,1.0,11.57142857142857,7.7142857142857135,1.9285714285714284,37.906,home_run_damage_risk|walk_command_risk|bat_missing_upside|volatile_stuff_profile,risk_diagnostic_review_needed,False,True,diagnostic_tags_only_no_recommendation,False,False,False
regular_foreign_pitcher,681343,"Smith, Shane",CWS,26.0,Right,USA,40man_not_active_medium_low_access,35.0,False,False,58.49132549952729,57.11330585123941,0.3231899420682854,0.0916384260968834,current_aaa_swing_or_multi_inning,68.908,13.666666666666666,4.0,11.853658536585366,5.26829268292683,0.6585365853658538,56.61,current_aaa_multi_inning_track|walk_command_risk|bat_missing_upside|volatile_stuff_profile,risk_diagnostic_review_needed,False,True,diagnostic_tags_only_no_recommendation,False,False,False
regular_foreign_pitcher,477132,"Kershaw, Clayton",,,,,unknown_not_in_current_mlb_org,45.0,False,False,58.32321548295751,69.76899711492958,0.302819956616052,0.0778781038374717,no_2026_milb_track,43.0,,,,,,,no_current_milb_track,missing_or_stale_milb_context,False,True,diagnostic_tags_only_no_recommendation,False,False,False
regular_foreign_pitcher,682445,"Gonzalez, Domingo",SEA,26.0,Right,Dominican Republic,dfa_designated_high_signal,95.0,True,False,57.880476022545565,,0.2895833333333333,0.1,current_aaa_bullpen_track,64.749,21.666666666666668,0.0,7.892307692307693,2.492307692307692,0.0,66.152,current_aaa_bullpen_track|damage_command_watch,positive_diagnostic_watch_not_score,False,True,diagnostic_tags_only_no_recommendation,False,False,False
regular_foreign_pitcher,543294,"Hendricks, Kyle",,,,,unknown_not_in_current_mlb_org,45.0,False,False,57.855905251562255,70.09929145997702,0.3373730043541364,0.0669763840495547,no_2026_milb_track,28.0,,,,,,,no_current_milb_track,missing_or_stale_milb_context,False,True,diagnostic_tags_only_no_recommendation,False,False,False
regular_foreign_pitcher,606996,"Hart, Kyle",SD,33.0,Left,USA,40man_not_active_medium_low_access,35.0,False,False,57.78972250596735,58.29675142224229,0.3092271436340564,0.0599600861237611,current_aaa_bullpen_track,57.848,14.666666666666666,0.0,9.204545454545457,5.5227272727272725,1.840909090909091,38.678,current_aaa_bullpen_track|home_run_damage_risk|walk_command_risk|bat_missing_upside|volatile_stuff_profile,risk_diagnostic_review_needed,False,True,diagnostic_tags_only_no_recommendation,False,False,False
regular_foreign_pitcher,676467,"Gordon, Colton",HOU,27.0,Left,USA,40man_not_active_medium_low_access,35.0,False,False,57.65017792996312,55.20261967736344,0.4018085746695372,0.0819365229473403,current_aaa_starter_load,90.545,48.333333333333336,9.0,6.517241379310345,1.862068965517241,1.1172413793103448,57.436,current_aaa_starter_track,neutral_diagnostic_review,False,True,diagnostic_tags_only_no_recommendation,False,False,False
regular_foreign_pitcher,686701,"Bergert, Ryan",KC,26.0,Right,USA,40man_not_active_medium_low_access,35.0,False,False,57.40301914617404,60.36265707154175,0.30234375,0.1177811550151975,recent_2025_2026_track_noncurrent,51.607,9.666666666666666,3.0,9.310344827586208,4.655172413793104,0.9310344827586208,47.579,walk_command_risk|bat_missing_upside|volatile_stuff_profile,risk_diagnostic_review_needed,False,True,diagnostic_tags_only_no_recommendation,False,False,False
regular_foreign_pitcher,664744,"Espada, Jose",BAL,29.0,Right,Puerto Rico,non40man_org_candidate,75.0,True,False,57.37114334993241,,0.2076923076923077,0.0897435897435897,current_aaa_bullpen_track,60.079,23.333333333333332,0.0,8.1,6.171428571428572,1.542857142857143,37.388,current_aaa_bullpen_track|home_run_damage_risk|walk_command_risk,risk_diagnostic_review_needed,False,True,diagnostic_tags_only_no_recommendation,False,False,False
regular_foreign_pitcher,592836,"Walker, Taijuan",,,,,unknown_not_in_current_mlb_org,45.0,False,False,56.79059844355129,53.43821667674177,0.3712498601535724,0.0963995197674427,recent_2025_2026_track_noncurrent,53.701,16.0,4.0,6.1875,2.8125,0.5625,53.846,damage_command_watch,positive_diagnostic_watch_not_score,False,True,diagnostic_tags_only_no_recommendation,False,False,False
regular_foreign_pitcher,676664,"Sears, JP",SD,30.0,Left,USA,40man_not_active_medium_low_access,35.0,False,False,56.75444598866933,59.11356951232085,0.3612068965517241,0.0857988165680473,current_aaa_starter_load,89.891,59.666666666666664,13.0,8.748603351955309,4.223463687150838,1.3575418994413408,51.555,current_aaa_starter_track,neutral_diagnostic_review,False,True,diagnostic_tags_only_no_recommendation,False,False,False
regular_foreign_pitcher,694363,"Shuster, Jared",STL,27.0,Left,USA,non40man_org_candidate,75.0,True,False,56.58806562343138,,0.3781918505942275,0.082641651927602,current_aaa_swing_or_multi_inning,69.756,19.333333333333332,0.0,7.913793103448277,3.2586206896551726,1.396551724137931,47.504,current_aaa_multi_inning_track,neutral_diagnostic_review,False,True,diagnostic_tags_only_no_recommendation,False,False,False
regular_foreign_pitcher,605441,"Ríos, Yacksel",CHC,32.0,Right,Puerto Rico,non40man_org_candidate,75.0,True,False,56.432496421099,,0.0,0.0,current_aaa_swing_or_multi_inning,65.242,17.0,0.0,7.9411764705882355,5.294117647058823,2.6470588235294117,33.328,current_aaa_multi_inning_track|home_run_damage_risk|walk_command_risk,risk_diagnostic_review_needed,False,True,diagnostic_tags_only_no_recommendation,False,False,False
regular_foreign_pitcher,646242,"Díaz, Jhonathan",SEA,29.0,Left,Venezuela,non40man_org_candidate,75.0,True,False,55.53006276841758,,0.18,0.0,current_aaa_starter_load,89.412,60.333333333333336,13.0,7.160220994475138,3.132596685082873,1.3425414364640884,51.592,current_aaa_starter_track,neutral_diagnostic_review,False,True,diagnostic_tags_only_no_recommendation,False,False,False
regular_foreign_pitcher,542881,"Anderson, Tyler",,,,,unknown_not_in_current_mlb_org,45.0,False,False,55.50796461668342,59.29440482522827,0.3542016806722689,0.0858478538036549,no_2026_milb_track,28.0,,,,,,,no_current_milb_track,missing_or_stale_milb_context,False,True,diagnostic_tags_only_no_recommendation,False,False,False
regular_foreign_pitcher,669722,"Davidson, Logan",TB,28.0,Right,USA,non40man_org_candidate,75.0,True,False,55.50280806078626,,0.0,0.0714285714285714,current_aaa_regular,74.383,,,,,,,neutral_milb_diagnostic,neutral_diagnostic_review,False,True,diagnostic_tags_only_no_recommendation,False,False,False
regular_foreign_pitcher,663765,"Woodford, Jake",MIL,29.0,Right,USA,non40man_org_candidate,75.0,True,False,55.49313607660571,,0.3740634123740251,0.0784933870040252,recent_2025_2026_track_noncurrent,38.32,0.6666666666666666,0.0,13.5,13.5,0.0,56.86,walk_command_risk|bat_missing_upside|volatile_stuff_profile,risk_diagnostic_review_needed,False,True,diagnostic_tags_only_no_recommendation,False,False,False
regular_foreign_pitcher,676070,"Amaya, Jacob",AZ,27.0,Right,USA,non40man_org_candidate,75.0,True,False,55.415163832258145,,0.0,0.0,current_aaa_regular,76.861,,,,,,,neutral_milb_diagnostic,neutral_diagnostic_review,False,True,diagnostic_tags_only_no_recommendation,False,False,False
regular_foreign_pitcher,641658,"Hampson, Garrett",CIN,31.0,Right,USA,non40man_org_candidate,75.0,True,False,55.366534522629664,,0.0,0.0,current_aaa_regular,60.343,,,,,,,neutral_milb_diagnostic,neutral_diagnostic_review,False,True,diagnostic_tags_only_no_recommendation,False,False,False
regular_foreign_pitcher,671212,"Boyle, Joe",TB,26.0,Right,USA,40man_not_active_medium_low_access,35.0,False,False,55.22214132406363,50.64180418891172,0.3246007493267766,0.0768223271511203,current_aaa_swing_or_multi_inning,71.607,17.333333333333332,5.0,14.01923076923077,6.75,0.0,66.877,current_aaa_multi_inning_track|walk_command_risk|bat_missing_upside|volatile_stuff_profile,risk_diagnostic_review_needed,False,True,diagnostic_tags_only_no_recommendation,False,False,False
regular_foreign_pitcher,669920,"Alexander, Jason",HOU,33.0,Right,USA,40man_not_active_medium_low_access,35.0,False,False,55.09722897243124,47.31590527751141,0.3653827285188658,0.0861767838125665,current_aaa_starter_load,86.626,44.0,8.0,5.7272727272727275,3.272727272727273,0.4090909090909091,57.368,current_aaa_starter_track|damage_command_watch,positive_diagnostic_watch_not_score,False,True,diagnostic_tags_only_no_recommendation,False,False,False
regular_foreign_pitcher,686563,"Cannon, Jonathan",CWS,25.0,Right,USA,40man_not_active_medium_low_access,35.0,False,False,54.93506338239604,48.874869921405825,0.3747719286934657,0.0918539202660563,current_aaa_starter_load,89.8,46.0,8.0,9.0,4.5,1.7608695652173914,48.063,current_aaa_starter_track|home_run_damage_risk|walk_command_risk|bat_missing_upside|volatile_stuff_profile,risk_diagnostic_review_needed,False,True,diagnostic_tags_only_no_recommendation,False,False,False
regular_foreign_pitcher,671131,"Rutledge, Jackson",PHI,27.0,Right,USA,dfa_designated_high_signal,95.0,True,False,54.910238663210386,,0.3948128882469183,0.0904813885227526,current_aaa_bullpen_track,55.442,18.333333333333332,0.0,5.890909090909091,5.4,0.981818181818182,37.789,current_aaa_bullpen_track|walk_command_risk,risk_diagnostic_review_needed,False,True,diagnostic_tags_only_no_recommendation,False,False,False
regular_foreign_pitcher,683021,"Stefanic, Michael",ATH,30.0,Right,USA,non40man_org_candidate,75.0,True,False,54.75633190177294,,0.0,0.0,current_aaa_regular,79.786,,,,,,,neutral_milb_diagnostic,neutral_diagnostic_review,False,True,diagnostic_tags_only_no_recommendation,False,False,False
regular_foreign_pitcher,678368,"Bellozo, Valente",COL,26.0,Right,Mexico,40man_not_active_medium_low_access,35.0,False,False,54.7243145107025,52.01152728466848,0.3638145423405538,0.0739809834049069,current_aaa_starter_load,83.396,52.0,11.0,5.019230769230769,5.019230769230769,1.9038461538461535,36.453,current_aaa_starter_track|home_run_damage_risk|walk_command_risk,risk_diagnostic_review_needed,False,True,diagnostic_tags_only_no_recommendation,False,False,False
regular_foreign_pitcher,592826,"Velasquez, Vince",CHC,34.0,Right,USA,non40man_org_candidate,75.0,True,False,54.68941776904925,,0.15625,0.032258064516129,current_aaa_starter_load,80.898,30.666666666666668,5.0,10.565217391304348,6.456521739130435,1.1739130434782608,50.394,current_aaa_starter_track|walk_command_risk|bat_missing_upside|volatile_stuff_profile,risk_diagnostic_review_needed,False,True,diagnostic_tags_only_no_recommendation,False,False,False
regular_foreign_pitcher,681084,"Andrews, Tanner",TOR,30.0,Right,USA,non40man_org_candidate,75.0,True,False,54.65869428044667,,0.209090909090909,0.1395348837209302,current_aaa_bullpen_track,61.718,22.0,0.0,10.227272727272728,6.545454545454546,0.4090909090909091,55.037,current_aaa_bullpen_track|walk_command_risk|bat_missing_upside|volatile_stuff_profile,risk_diagnostic_review_needed,False,True,diagnostic_tags_only_no_recommendation,False,False,False
regular_foreign_pitcher,605452,"Ross, Joe",TEX,33.0,Right,USA,non40man_org_candidate,75.0,True,False,54.34836589981239,,0.371879646017699,0.0851082620017692,current_aaa_swing_or_multi_inning,74.909,33.333333333333336,1.0,5.3999999999999995,2.6999999999999997,1.35,49.325,current_aaa_multi_inning_track,neutral_diagnostic_review,False,True,diagnostic_tags_only_no_recommendation,False,False,False
regular_foreign_pitcher,623437,"Topa, Justin",TOR,35.0,Right,USA,non40man_org_candidate,75.0,True,False,53.76753239251643,,0.362487889925549,0.07806367606739,recent_2025_2026_track_noncurrent,36.991,1.3333333333333333,0.0,0.0,6.75,0.0,38.482,walk_command_risk,risk_diagnostic_review_needed,False,True,diagnostic_tags_only_no_recommendation,False,False,False
regular_foreign_pitcher,674370,"Bido, Osvaldo",,,,,unknown_not_in_current_mlb_org,45.0,False,False,53.72704275924275,48.15997626792048,0.3790822072072072,0.0769142283337866,no_2026_milb_track,43.0,,,,,,,no_current_milb_track,missing_or_stale_milb_context,False,True,diagnostic_tags_only_no_recommendation,False,False,False
regular_foreign_pitcher,641656,"Hamilton, Ian",ATL,30.0,Right,USA,non40man_org_candidate,75.0,True,False,53.576767848734264,,0.3148968814672089,0.0814459057474108,current_aaa_bullpen_track,69.664,19.666666666666668,0.0,11.440677966101694,1.830508474576271,0.9152542372881356,69.698,current_aaa_bullpen_track|bat_missing_upside|damage_command_watch,positive_diagnostic_watch_not_score,False,True,diagnostic_tags_only_no_recommendation,False,False,False
regular_foreign_pitcher,687765,"Spence, Mitch",KC,28.0,Right,USA,40man_not_active_medium_low_access,35.0,False,False,53.49271438299472,46.14142756882023,0.367915037471489,0.0760968718017176,current_aaa_starter_load,89.094,42.666666666666664,10.0,7.171875,2.53125,1.265625,53.86,current_aaa_starter_track,neutral_diagnostic_review,False,True,diagnostic_tags_only_no_recommendation,False,False,False
regular_foreign_pitcher,642215,"Wilson, Weston",BAL,31.0,Right,USA,dfa_designated_high_signal,95.0,True,False,53.33748039964789,,0.4479999999999999,0.0793495934959349,current_aaa_tiny_sample,51.138,,,,,,,neutral_milb_diagnostic,neutral_diagnostic_review,False,True,diagnostic_tags_only_no_recommendation,False,False,False
regular_foreign_pitcher,688883,"Pallette, Peyton",CWS,25.0,Right,USA,non40man_org_candidate,75.0,True,False,52.85654873014039,,0.3319587628865978,0.1063348416289592,recent_2025_2026_track_noncurrent,50.185,4.666666666666667,0.0,11.57142857142857,5.785714285714285,0.0,59.356,walk_command_risk|bat_missing_upside|volatile_stuff_profile,risk_diagnostic_review_needed,False,True,diagnostic_tags_only_no_recommendation,False,False,False
regular_foreign_pitcher,676680,"Cosgrove, Tom",HOU,29.0,Left,USA,non40man_org_candidate,75.0,True,False,52.77099087084677,,0.2125,0.015625,current_aaa_bullpen_track,63.221,24.666666666666668,0.0,9.85135135135135,6.202702702702703,0.7297297297297296,51.957,current_aaa_bullpen_track|walk_command_risk|bat_missing_upside|volatile_stuff_profile,risk_diagnostic_review_needed,False,True,diagnostic_tags_only_no_recommendation,False,False,False
regular_foreign_pitcher,645444,"Herrera, Jose",TEX,29.0,Right,Venezuela,non40man_org_candidate,75.0,True,False,52.72482135896225,,0.395,0.074074074074074,current_aaa_part_time,59.324,,,,,,,neutral_milb_diagnostic,neutral_diagnostic_review,False,True,diagnostic_tags_only_no_recommendation,False,False,False
regular_foreign_pitcher,642152,"Trivino, Lou",PHI,34.0,Right,USA,non40man_org_candidate,75.0,True,False,52.620969387307014,,0.3439901960784313,0.1013982321203075,current_aaa_bullpen_track,66.842,22.333333333333332,0.0,10.880597014925376,4.029850746268657,0.4029850746268657,65.926,current_aaa_bullpen_track|bat_missing_upside,neutral_diagnostic_review,False,True,diagnostic_tags_only_no_recommendation,False,False,False
regular_foreign_pitcher,641401,"Brogdon, Connor",CLE,31.0,Right,USA,non40man_org_candidate,75.0,True,False,52.566809079565445,,0.3695234078269126,0.107943877865825,no_2026_milb_track,43.0,,,,,,,no_current_milb_track,missing_or_stale_milb_context,False,True,diagnostic_tags_only_no_recommendation,False,False,False
regular_foreign_pitcher,450203,"Morton, Charlie",,,,,unknown_not_in_current_mlb_org,45.0,False,False,52.539083072158554,50.8676724778883,0.3735339506172839,0.0914419695193435,no_2026_milb_track,28.0,,,,,,,no_current_milb_track,missing_or_stale_milb_context,False,True,diagnostic_tags_only_no_recommendation,False,False,False
regular_foreign_pitcher,664192,"Lucchesi, Joey",LAA,33.0,Left,USA,non40man_org_candidate,75.0,True,False,52.39624142769607,,0.3471585341955712,0.1030624704094091,current_aaa_swing_or_multi_inning,76.682,23.333333333333332,0.0,11.95714285714286,3.8571428571428577,0.7714285714285715,64.626,current_aaa_multi_inning_track|bat_missing_upside,neutral_diagnostic_review,False,True,diagnostic_tags_only_no_recommendation,False,False,False
regular_foreign_pitcher,669721,"Daniel, Davis",CIN,29.0,Right,USA,non40man_org_candidate,75.0,True,False,52.34565765641605,,0.3521739130434782,0.1366120218579235,current_aaa_starter_load,91.486,63.0,13.0,9.142857142857142,3.571428571428571,1.1428571428571428,58.366,current_aaa_starter_track|bat_missing_upside,neutral_diagnostic_review,False,True,diagnostic_tags_only_no_recommendation,False,False,False
regular_foreign_pitcher,621512,"Nido, Tomás",DET,32.0,Right,Puerto Rico,non40man_org_candidate,75.0,True,False,52.33235356907127,,0.1166666666666666,0.0,current_aaa_part_time,61.204,,,,,,,neutral_milb_diagnostic,neutral_diagnostic_review,False,True,diagnostic_tags_only_no_recommendation,False,False,False
regular_foreign_pitcher,670766,"McCaughan, Darren",CIN,30.0,Right,USA,non40man_org_candidate,75.0,True,False,52.24161044127056,,0.2804347826086956,0.0581395348837209,current_aaa_starter_load,90.846,53.333333333333336,11.0,8.268749999999999,3.2062500000000003,2.6999999999999997,48.73,current_aaa_starter_track|home_run_damage_risk,risk_diagnostic_review_needed,False,True,diagnostic_tags_only_no_recommendation,False,False,False
regular_foreign_pitcher,676571,"Poulin, PJ",WSH,29.0,Left,USA,40man_not_active_medium_low_access,35.0,False,False,52.222244685357346,,0.338141558544382,0.0872976738157867,recent_2025_2026_track_noncurrent,39.583,6.0,0.0,4.5,7.5,1.5,24.072,home_run_damage_risk|walk_command_risk,risk_diagnostic_review_needed,False,True,diagnostic_tags_only_no_recommendation,False,False,False
regular_foreign_pitcher,664238,"Moore, Dylan",PHI,33.0,Right,USA,non40man_org_candidate,75.0,True,False,52.05466581272974,,0.3285714285714285,0.0952380952380952,current_aaa_part_time,52.034,,,,,,,neutral_milb_diagnostic,neutral_diagnostic_review,False,True,diagnostic_tags_only_no_recommendation,False,False,False
regular_foreign_pitcher,682847,"Ortiz, Luis",CLE,27.0,Right,Dominican Republic,non40man_org_candidate,30.0,False,False,52.0106281204411,50.50755858001184,0.3313984168865435,0.0825565912117177,no_2026_milb_track,28.0,,,,,,,no_current_milb_track,missing_or_stale_milb_context,False,True,diagnostic_tags_only_no_recommendation,False,False,False
regular_foreign_pitcher,687287,"Monteverde, Patrick",MIA,28.0,Left,USA,non40man_org_candidate,75.0,True,False,51.9213982811817,,0.475,0.1704545454545454,current_aaa_starter_load,87.466,51.666666666666664,9.0,5.574193548387097,2.9612903225806453,1.2193548387096775,50.897,current_aaa_starter_track,neutral_diagnostic_review,False,True,diagnostic_tags_only_no_recommendation,False,False,False
regular_foreign_pitcher,676679,"Vázquez, Luis",BAL,26.0,Right,Puerto Rico,non40man_org_candidate,75.0,True,False,51.58194061895564,,0.2428571428571428,0.03125,current_aaa_tiny_sample,51.8,,,,,,,neutral_milb_diagnostic,neutral_diagnostic_review,False,True,diagnostic_tags_only_no_recommendation,False,False,False
regular_foreign_pitcher,624522,"Thompson, Keegan",COL,31.0,Right,USA,non40man_org_candidate,75.0,True,False,51.127496701465944,,0.4098214285714285,0.0461538461538461,current_aaa_starter_load,80.313,32.333333333333336,5.0,5.288659793814432,2.7835051546391747,0.556701030927835,57.341,current_aaa_starter_track|damage_command_watch,positive_diagnostic_watch_not_score,False,True,diagnostic_tags_only_no_recommendation,False,False,False
regular_foreign_pitcher,680802,"Weiss, Ryan",HOU,29.0,Right,USA,40man_not_active_medium_low_access,35.0,False,False,51.064125832740515,,0.4320610687022901,0.1,current_aaa_starter_load,75.388,20.333333333333332,5.0,8.40983606557377,4.426229508196721,1.7704918032786887,42.233,current_aaa_starter_track|home_run_damage_risk,risk_diagnostic_review_needed,False,True,diagnostic_tags_only_no_recommendation,False,False,False
regular_foreign_pitcher,691172,"Zulueta, Yosver",SEA,28.0,Right,Cuba,dfa_designated_high_signal,95.0,True,False,51.03219102379876,,0.3064516129032258,0.0928571428571428,current_aaa_bullpen_track,58.628,20.333333333333332,0.0,9.295081967213116,7.081967213114755,0.0,55.608,current_aaa_bullpen_track|walk_command_risk|bat_missing_upside|volatile_stuff_profile,risk_diagnostic_review_needed,False,True,diagnostic_tags_only_no_recommendation,False,False,False
regular_foreign_pitcher,641312,"Anderson, Shaun",LAA,31.0,Right,USA,non40man_org_candidate,75.0,True,False,50.98494361921979,,0.4167904823428079,0.0698590140492869,current_aaa_starter_load,81.632,27.333333333333332,4.0,9.548780487804878,3.951219512195122,0.9878048780487804,57.002,current_aaa_starter_track|bat_missing_upside,neutral_diagnostic_review,False,True,diagnostic_tags_only_no_recommendation,False,False,False
regular_foreign_pitcher,608334,"Fulmer, Carson",SEA,32.0,Right,USA,non40man_org_candidate,75.0,True,False,50.94444613340197,,0.3114754098360656,0.0779220779220779,current_aaa_swing_or_multi_inning,77.814,38.0,3.0,6.86842105263158,3.789473684210526,1.657894736842105,44.966,current_aaa_multi_inning_track|home_run_damage_risk,risk_diagnostic_review_needed,False,True,diagnostic_tags_only_no_recommendation,False,False,False
regular_foreign_pitcher,666201,"Manoah, Alek",LAA,28.0,Right,USA,non40man_org_candidate,75.0,True,False,50.94105555116427,,0.4243589743589743,0.1543209876543209,recent_2025_2026_track_noncurrent,44.547,13.333333333333334,4.0,6.75,8.1,3.375,22.999,home_run_damage_risk|walk_command_risk,risk_diagnostic_review_needed,False,True,diagnostic_tags_only_no_recommendation,False,False,False
